4027e9bcf2	cb627	হরতালের এই আগুনের জন্য
40280ae497	3f493	কমান্ডার মোহাম্মদ সোহায়েল জানান
4028577db4	52578	এই বিরল ক্ষমতাই
40286b5ec5	430b2	ড্রাই ফ্রুটস আধা কাপ
40286d98f9	2b883	মানুষ নিহত হয়েছে
402873a8d4	dba43	সেই জায়গাটা বিপজ্জনক হয়ে ওঠে বলে
4028c5552a	e9fa7	জোর দিয়েছ
4028f7dc19	d41be	হিজড়া ছবি
40291de168	880ae	সবিস্তারে বর্ণন করুন
40293d8514	4bede	একজন রেঁনেসা পুরুষ
40297391c6	e6203	আগামী পাঁচ বছর
402994a3ae	af81d	তাঁকে সিটিয়ে দেয়নি
4029b0e1bb	ee886	তাকে বৈষম্য ঘোচাবার
402b8f41f1	5354e	বেশি দাম দিতে প্রস্তুত
402bc80bd2	7f2ef	সে কথা মনে আসেনি
402c39ef6c	404ee	লাতিনে ওবিসিটাস এর
402c67ae2e	ce775	টাকা ফুরিয়ে যাওয়ায়
402c920ab2	b7be9	অভিযান চালানো হয়েছে
402cbbe81a	d2faf	অন্যদিকে সালমানের সঙ্গে
402cf714e4	ad98d	তবে দর্শকদের একটি অংশ
402d108b64	bfac7	ভবন ধসের দিন থেকেই নিখোঁজ
402dfecb38	c5dc8	সংখ্যা ছিল ২৪টি
402ea63e91	c173f	সেদিন তাহাদের পক্ষে
402edb32b5	29089	নিহত লিলু
402f31b9b5	c1e30	ভাল লাগা
402f5878ee	e3f89	২৯১টি বুথে ভোটগ্রহণ করা হয়
402f74d9ae	717bb	মিশ্রণ ঢেলে দিন
402f77060a	8b859	ওলেকজান্ডার তুর্চিনফ
402faff7e8	d2294	সে খুব ছিল
402fb3bcd3	06527	এটি দেশ ও
4030185ae7	b7be9	উনার কান্নাকাটি
403054a552	195f7	ইউক্রেইন বিষয়ে
403106bca9	0c39f	ফিরতে হয়েছে তাকে
40311e45ce	4f2ae	তাকে করা যাবে না
40321e336c	6c17f	তা বসে বসে দেখব না
40325440dc	a43b5	গ্রীম ভ্রাতৃদ্বয়
403257ff7e	0696e	অনেক পাওয়া যায়
4032b68cc9	3fb17	ভালো বন্ধুও হয়ে উঠতে পারে
4032ff3d18	09b32	অপরাধ জগতের খবর
403334ec13	ad2a0	কনিষ্ঠ ভ্রাতা
403388de36	e6e48	স্কুলের অবকাঠমো
40338c55fd	4fbd1	উল্লেখ্য গোল প্রজেক্ট ১ অনুসারে
4033a977c2	e43d4	গোলাম মহাসিনসহ
4033ab7cf8	f1ea4	এক হাজার টাকা
403494d5dd	f2780	না গেলেও পারতেন
4034aecdf5	fda1a	তাতে বিশ্ববিজ্ঞানের
40352ec3ce	5a61c	অবহিত করেছেন বৈঠকে
403565ffe9	8b859	মরীচিকা
40362513f7	2556b	সিঙ্গাপুর এবং চীন
40366c4dcc	c463d	বহু আলোচনা-সমালোচনা
4036871b60	18a52	শুধু সঙ্গীত শিল্পীই নন
4036f30a16	d5213	শাহীনের বড় ভাই
4037a24980	13b6a	মাটিতে পড়ে যান
40392cafc5	db735	স্থানে স্থানে
403932e38f	9d7bf	অভিযোগ করেছেন
403a3dd035	4a67e	পরই এর স্থান
403a656e74	93d3b	মিছিলটি উপজেলা ক্যাম্পাসে
403aaf57a0	a9a58	ভালো কিছু দাঁড়িয়ে যাবে
403af4b425	b52ab	উপস্থিত দর্শক-শ্রোতা
403b72d2a3	11de3	দ্বিতীয় দিন মাত্র ১৪ রান
403b954149	948d3	কুলকুচো করে
403be2830f	153c9	অনেক ম্যাচিউরড অবস্থা থেকে
403bec7978	287bd	18th century literature
403c301ae4	6ee5f	মিয়াকো, নোভা
403c8b9d72	dae88	আমরা ব্রিটিশবিরোধী আন্দোলন করেছিলাম
403d426251	db181	আহতদের বিশ্ববিদ্যালয় চিকিৎসা কেন্দ্রে
403d94a2c0	52578	তাঁর সরকারি বাসভবন
403e2ccb4a	6aac8	চলার জন্য যা দরকার
403eca6371	53396	ষাট আর সত্তর দশক জুড়ে
403ee5fa46	b52ab	পেপার টাইগার
403f52d564	7e1d5	মেট্রিক-ইন্টারমিডিয়েট
403f6e93d1	f7a7f	জানুয়ারি ও ফেব্রুয়ারির দুই সমীক্ষাতেই
403f788e38	7ee9b	তেলেঙ্গানা বিরোধীদেরকে
403f84f115	860f4	আরটিভিতে
403f9f668e	ee886	বেঙ্গল মিউজিক
403fba0103	2ee04	অমর একুশে গ্রন্থমেলা ২০১০
4040bdc93c	a06a1	বুঝতে পারেন
4040cb7137	0895a	ড্রাইভিং লাইসেন্স সম্পর্কিত বিভিন্ন তথ্য জানতে বাংলাদেশ রোড ট্রান্সপোর্ট অথরিটি বিআরটিএ ,মিরপুর অফিসে যোগাযোগ করা হয়।
4040f05ad9	73629	যাত্রা শুরু ক্রিকেট বোর্ডের
40418be343	d2355	দ্বিতীয় শ্রেণী ৬৩০ টাকা
4042964884	577fa	পুলিশ তাদের কাছে থাকা
4042ebc86a	cc18a	এই ঢাকাইয়া কুট্টি
4042fd209f	38ff0	সবার শ্রদ্ধা নিবেদনের পর
40436cd13a	0a87a	মাঝখানে শাহাদুজ্জামানের সঙ্গে
40437465ba	f658d	হালে বিশ্ববিদ্যালয়ের অধ্যাপক
40437c5903	68ab7	চিনি ২৫০ গ্রাম
4043d00a86	e6203	সেটটি মোট ছয় রঙে পাওয়া যাবে
4043f55a5b	323f1	টোক টক ফিচারটিতে
40443cab71	cb627	স্ত্রীর নজর এড়ায় না
40449ea355	93d3b	জাপানের প্রধানমন্ত্রী
4044ca21d1	7e191	কবিতার মূল্যায়ন
4044e31060	eb179	এবং ধর্মান্তরে বাধ্য করা
4045b9012d	b7be9	সকল প্রধান ধর্মে
4045eb9ee5	4237e	আমরা,বাড়ির লোকেরা
404610ccd8	69449	ইন্টারনেটের মাধ্যমে
40464e0913	24f73	এটি নির্মাণ শুরু করেছিলেন
404694012b	ec91c	২০১০ সালের ২৫ মার্চে
40472020a2	07660	আজ থেকে
4047448ca8	0bace	কেউ অপেক্ষা করে থাকবে
4047f24291	43b04	তৈরি করেছে
40483f9016	65652	বডি
40485fcd7b	60b9d	এই গ্রন্থাগারের বই সংখ্যা
4048687c04	1e7c6	দুই বা তিনজনের
40486e6664	d5f7b	এক যুবককে
4048a41914	db735	মতভেদ হইতেছে না
404924ce81	bd576	যিনি প্রথম স্পিকার হলেন
4049275bb9	880ae	ডেটলের শিশি, তুলো
404946aa77	4c555	গোপন খবরের ভিত্তিতে
40496bf4b4	e9589	অন্তত চারজন নিহত হয়েছে
40499e4cfa	bc81e	ইন্টারনেটে কেনাকাটায় আগ্রহী হচ্ছেন
404a7333ea	4c1eb	ছোট ছোট এই বাড়িগুলোর
404b0488a2	d5f7b	তাঁহার নিকট আতিথ্য গ্রহণ করিলেন
404b187d52	967fd	এবং ডাকটিকিট বিক্রয়ের
404b25b4f5	01e91	লাবণ্যময় চলাফেরা
404b3cae5d	e9fa7	আমেরিকায় লেডীকেরাণী বা লেডীব্যারিষ্টার
404b4d7630	c6848	মধুর পুত্র লবণকে
404b74f888	65e30	অ্যান্টার্কটিকা উপদ্বীপ অঞ্চলের
404bcef14f	68549	একটি প্রতিষ্ঠান
404bf16db8	616ec	কাঁদিয়া পড়িলেন
404bf30929	bdd05	অনুষ্ঠান হয়েছিল পাবলিক লাইব্রেরিতে
404c07e726	bc81e	উটেরা তাদের
404c5f08ec	5354e	সে বছরই
404cae7d25	a9a58	লোক নয়
404cce3db8	7df87	বোর্ডের একজন মুখপাত্র
404ceea29a	dba43	ছেলেটির নাম অনিক
404cf78afb	92bb2	জানুয়ারি আর ফেব্রুয়ারিকে
404d570542	e2c11	চলে আসতেন ল্যুভর মিউজিয়ামে
404d640181	da6f0	জানিয়েছে ফায়ার সার্ভিস
404d72e34a	c8f7f	কথাগুলো আওড়ায় বিমল
404da96559	31f09	অন্য কিছু বোঝে না
404f0a785d	eaa7a	টুকটুকে লাল লেজের উপরে
404f58d512	0d9f1	একবার নয়
404f9f8cc3	76329	ওদের খাওয়া শেষ হলে
404ff0ffa2	a4750	চাকরি জীবন শুরু করেন
40503b7e87	b78ec	গান করছেন
4050aa118d	a3a6d	আলু ফেলে
4051084f1e	e00db	আবার যদি
4051228b94	0b7ca	ফলের জুস, ভিনেগার
40512b6e37	f2780	ইদানিং বিশ্বাসের লাইটপোস্ট
40516cacb3	ff1eb	অব-রাজনীতির খেই ধরিয়ে
40520afafd	db735	সেখানে পড়াশোনার
4052385bec	2695f	বৃহস্পতিবার সকাল ১০টায়
40523c224d	cfc65	জামার কলার ধরে
4052d024d8	9d46f	হলিউডের ইতিহাসে
4052e8137a	09b32	আমরা অব্যাহত রাখছি
4052ea1ba0	e2ba2	জনের স্বীকারোক্তি
4052f97c35	42898	প্রতিভাত হয়েছে
405379fc48	f7a7f	টিউশনির বাড়িওয়ালার কাছে গেল
40549648fe	d2d71	ভালোবাসা দিবসে
4054aad63a	ee852	তিরিশোত্তর আধুনিক কবিতার ধারায়
405511308b	9fa90	সে ভ্রান্তি এই যে
40564379c6	0696e	নিয়মিত উপস্থিত ছিলেন
405696de8b	c6848	রাজশাহী বিশ্ববিদ্যালয়ে পড়াশোনা করেছেন
40579946c8	23b22	বড়মামা পাকা উঠোনে
4057b5aa52	e3f89	অনেকেই আশংকা করেন যে
4057b5c429	33814	বিশ্বের বৈশিষ্ট্য বা প্রকৃতি
4057fc87e3	7a227	এরপর কি করা হবে
4058bed909	85430	ঘটনার পর তাকে
4059256a08	2fc12	কঠিন তোমাকে ছাড়া একদিন
40597e3560	3f493	তবে এত শক্তিশালী ঝড় আসছে
4059b8223c	29089	তিনি উঠেছেন ট্রেনে
405a026b17	3d17c	কাজী জাফর
405a2ae03c	64092	ধন্যবাদ জানিয়েছেন
405a46efce	07660	দূর থেকে ভেসে আসা
405a71b358	1de6c	ফেসবুকে বন্ধুত্ব
405a7cb1de	3bea8	সেন্ট্রাল এভিনিউয়ের একদিকে
405a880d4b	f0f95	স্থূলতা আখেরে
405a8bb682	dafb6	তিনি ঐতিহাসিক রাজা
405aceeb90	5d80e	মানুষের দেখা
405b2a22db	767ff	আসিফ
405b51ebaf	3fce2	শুভর 'অগ্নি' ছবিটি আসছে
405b54d089	cc9fd	কষ্ট
405b5c6f95	a7c6f	মানুষকে বিজ্ঞান শিক্ষায়
405b9c55f5	ef4f8	এরপর এক এক করে
405bd48414	809cd	জাতীয়করণের লক্ষ্যে
405c05ccad	9e923	অগণিত দর্শককে
405c1e5d32	68ab7	তাদের মধ্যে অনেকেই
405c289608	cc9fd	পুলিশের কথিত দুই সোর্স
405c622444	7b132	ওবায়দুল কাদের জানান
405ca6edb2	83c53	এছাড়া বর্তমান জনপ্রিয়
405d7390db	9282d	শান্ত-মারিয়াম ইউনিভার্সিটি
405dd27167	ca088	তিনি ব্যাখ্যা করছিলেন
405e3597af	f29bf	ভেতর দিয়ে শুরু হলো জিজ্ঞাসাবাদ
405eb07985	f89d7	এবং তিনি তার পিতা
405ef0ea29	54e68	আরে এইইই.
405f172ddc	c4973	আজ বাসায় ফিরে
405f2c8d71	3faff	সেনাসহ আইন-শৃঙ্খলার সদস্যদের
405f3fe43a	6c6bf	দুঃখ প্রকাশ করছি
405f4939b0	68ab7	পুরুষের পাঁজর
405f57e27a	239f7	হাইকোর্টে রিট
405f6a8da5	239f7	মা দিবস
405fca3e24	f4ba7	বিশ্বের অন্যতম প্রধান
40602616a9	16cfb	বিল আকারে
40605b23d8	73629	নিয়ম অনুসারে না হলে
406130a623	e2f12	রোমান্টিক সিনেমা কাকে বলে
4061399fec	65652	মৃত্যু হার হ্রাস
40621ed15b	8a46d	২৬১ পর্যন্ত পৌঁছাতে তাদের মাত্র দুটি উইকেট খরচ করতে হয়।
40625bba6e	0d4cb	সিনেপ্লেক্সে রয়েছে সাতটি সিনেমা হল
4062710a54	43b04	ডিলিট করে ফেলার পর
406323c43d	91dff	যার যার বাসায়
4063482642	194f5	কেবল অশ্বিনীকুমারদিগকে
406353c4ef	52f27	রবিবারই প্রকাশ করতে পারে
4063c292ad	d136b	মে মাসে
4063ddb06b	4f2ae	নটর ডেম
40645f6314	b5fdc	১৩ সদস্যের নাম ঘোষণা করেছে
4064a34506	404ee	ফর আল দিস গাইজ
40653254c5	7ee9b	গরম রাখার জন্য
4065eefe47	cf82a	ছয় হাজার চিকিৎসক
406631bf5a	1b359	ফেসবুকে সালমান শাহকে
40668bf783	fda1a	একত্রে শাসন করতেন
4066c0d19a	fd880	কোন ঋণাত্নক সংখ্যার
4066d8260a	fd880	সে কারণে তারা
4066fe1c08	7027a	চট্টগ্রামে সামরিক অভিযান
40675460be	6e6fa	নিজে যাচ্ছেন না
4067831c55	a06a1	বিব্রত হতে হয়
4067d668b5	1f733	আন্তর্জাতিক কর্তৃপক্ষ
4068d9086e	616ec	ময়বুর আলম জীবন
406956ddff	520fb	জীবানন্দ একটি ঘরের দাওয়ায় উঠিয়া
40697658e1	14d25	সিদ্ধিদাতা কিন্তু এই ধারণাটিকে
4069ca778f	17dcd	নির্বাচন শুরুর আগেই
406a2831e2	80539	কবি অসীম সাহা
406a5b9299	54cdd	চারজন শিক্ষক নিয়ে
406a6a6d3e	8845d	নকিয়া অ্যান্ড্রয়েড ফোন
406aacbf1e	5639c	ওরফে জানুকে
406aae5c11	db181	বরাবরের মতোই ভোর সোয়া ৬টায়
406afd2457	59c73	ক্রেতারা অধিক মুনাফা নিয়েছেন
406bbe03f5	bdd05	রাষ্ট্রীয় সন্ত্রাস বন্ধ না হলে
406c013ee7	9092b	তারা রায় নিয়ে
406c14bba5	b5fdc	চারিপাশের জলোচ্ছাসের উপর দিয়া
406ceb98ff	bcaa8	সেটা হলিউডি ব্যাপার
406d18510b	b4ea7	কে জানত এর সঙ্গে সংশ্লিষ্ট
406da199d2	39dd0	মেঝেয় পা ছড়িয়ে
406e860899	0606d	সময়ের অনেক আগেই
406eadf5ba	c11b1	সরেজমিন বার্তা
406f0d00eb	91230	কথা বলেছেন অর্চি অতন্দ্রিলা
406ff997aa	3ccf1	নির্বাচনের প্রত্যাশা
40700b98df	b08d0	ব্যাপক হারে ছড়িয়ে পড়া
40721b10d3	b9b98	খুব অভাব ছিল
40725cc179	9642e	রাজধানী ধানমণ্ডি
40726a20c4	967fd	আবার একই কথা
40728ae834	d1b12	ইহা না জানিলে
40729f9918	fcc89	উপস্থাপন করা না গেলে
4072caf3e3	7297e	অ্যাকটিভিশনের অস্তিত্ব
4072ebae82	cb627	ক্লাসে যেতে পারছে না
4073844ec8	e754e	দেবর্ষী নারদ
4073d78863	536d9	এসব দুর্ঘটনা ঘটেছে
4074b5dd95	4fbd1	এখন গোলযোগের কথা এই যে
4075405d5b	b52ab	আমরা চেষ্টা করেও
40757144b5	ee886	একসঙ্গে দুই স্ত্রী রেখে
407577b4bf	2fe3c	অনুষ্ঠান চলে
4075adb082	717bb	প্রায় ৩০ ফিট
4075d842ad	07660	পর্যাপ্ত পানি
4076915b9e	68ab7	নিবিড়ভাবে পর্যবেক্ষণ করছেন
407696570e	f2b7d	পরীক্ষা চলাকালীন
4076c6cdf7	903fa	কেন্দ্রীয় সরকার যখন
4076e3b4eb	7b103	তুলতে থাকেন
4077ca2b5f	8a46d	ক্রিশ্চিয়ানো রোনালদোর মতো
407800e411	315e9	অলির ডেরা এবং টয়লেট
40781e4333	fdcba	ফ্রাঁসোয়া বোজিজেকে ক্ষমতাচ্যুত করে
40783d948d	66dcd	এবং একচেটিয়া বাজার
40786338ff	4c1eb	গত দুই বছরে আমরা কয়েকটি জয়লাভ করেছি এবং ড্র করেছি।
4079003e26	fcefa	চলে আসছিল
407962e941	ec91c	খেলার খবর বাংলা
407a89d587	68549	অথচ স্বাধীন বাংলাদেশ
407a967a7d	52578	বিজ্ঞপ্তিতে বলা হয়েছে
407aa7198f	0d4cb	সংশয় প্রকাশ করেছেন অনেকে
407b461363	11bd2	আর কে ধাওয়ান
407b928371	5dec6	নোটিশ
407bdb0b96	b78ec	দাবাং ছবির পরিচালক
407ca465bf	31f09	দখলদার পাকিস্তানিরা
407cbd9960	8143b	জনগন জানে না
407ce510c0	71522	গরীব মানুষ আছেন
407d06828a	fcc89	৫৫০০ জন
407d28e47b	ab946	একটি ব্যবসার
407d45a2b0	24aed	রাজধানী ঢাকার কিছু কিছু জায়গায়
407d460dda	c0d65	মানব ইতিহাসে যুগান্ত সৃষ্টিকারী
407d764486	f2780	নন্দিনী বেডরুমে গিয়ে শুয়ে পড়ে
407da0d226	11bd2	তিনি ধীরে-ধীরে হয়ে উঠেন
407de0b4ae	f1ff2	যেমন ব্রিটেন এবং আমেরিকায়
407e84c318	0606d	লাঠি রেখে উঠে
407f61c52c	f0f95	গ্রন্থের কথা শুনা যায়
407f670d52	9b864	ঢাকার পাশের জেলা গাজীপুরে
407f8320b1	76329	হাসান জাহিদ
407ffe6f65	2695f	গোয়েন্দা পুলিশের পরিদর্শক
408020a665	121bd	সিলেটবাসী সবচেয়ে বেশি উদ্বিগ্ন
4080eff227	767ff	ও গুলি ছোঁড়ে
4080f05b24	9092b	সিনেমার একটি টিকিটের দামে
408151b6c3	80505	জরায়ুর ক্যান্সারসহ বিভিন্ন কারণে
40818574c4	23b22	এবং দুজন ভারতীয়
4081ad4a09	355c1	ঢাকার বিভিন্ন পার্কেও ছিল নানান রকমের আয়োজন।
4081e1ac27	80505	অশ্লীল ফিল্ম
4081ed5e4c	bdd05	মিস্টার এরশাদ
4081ffca83	bc81e	দানা বাঁধবে উপন্যাস
408289dce3	e9759	কেন প্রধানমন্ত্রীর সঙ্গে
408298c50a	ff1c3	এখনো তার
40831cded6	a916a	মন্ত্রনালয়ের পরিদর্শন দলে
40833781bc	a9a58	নানা নজরকাড়া বিনোদন
40837bb631	db735	নিজ বাড়িতে গিয়ে
4083b2f97a	e9759	নয়তো হার্টফেল করত
408412fb8c	ac0df	স্তর ক্ষেত্রগুলো
40844da5e7	f29bf	মানুষের করায়ত্ত হবে
4084652cc1	fbb81	সাবেক প্রেসিডেন্ট
408502bc12	8406e	চকোলেট এসেন্স ১ চা-চামচ
408544637b	6da0a	অনেক প্রকার লোক-প্রচলিত উত্তর পাইয়াছি
4085a0e445	c6848	নিখোঁজ রয়েছেন
40863d3ca5	11de3	এক দ্বন্দ্বের সৃষ্টি হয়েছিল
40868d6b0d	f2b7d	আমাদের থেকে তাদের
40869405a9	b78ec	ধরে নেয়া যায় যে
4086a7604d	c8f7f	বলি–বড় মামা
40875f9376	65652	বলেও জানান আজহার
4087b1b7d1	0b7ca	দাঁড়িয়ে আছে মৃত্যু
40880999a7	4a67e	তার কথার সঙ্গে সঙ্গে
40889733b8	b8bdd	অবশ্য সেটা
4088f26cf5	39dd0	একটু হাসুন
4088fbc18e	b9122	দেশের অর্থনীতির
4089319b09	7aed9	আমি আমার বাসায়
4089fd310c	2f547	অন্নপূর্ণা পূজা
408a40d074	ad98d	গোপন
408a5d0a51	24f73	ঝড়ে অসংখ্য মানুষ মারা গেছে আশংকা করা হচ্ছে।
408a5f6cd0	536d9	আটকা পরেন কোয়াটারমেইন
408ab8a025	2556b	কোচ
408b5c59a5	4237e	খুব কি খারাপ আছি
408b5dac17	cb1aa	মেক্সিকোর প্রথমসারির
408c263cd6	fbb81	পড়ে ছিলো এক ব্যক্তি
408cd5728c	404ee	লন্ডনে অবস্থান করছেন
408d359f33	cb627	মন্ত্রী ছিলেন
408d744c51	24aed	লেখক মোট ছ’টি গল্প
408dcfd5eb	e3f89	বাহাত্তর ঘণ্টা শেষ হল
408e875cc9	b8fe1	২০১১ সালে গুগলপ্লাস সোশাল নেটওয়ার্কিং সাইট হিসেবে যাত্রা শুরু করে।
408eacc7b1	0d9f1	মাঠা
408f18a0fb	f2b7d	সিট দেয়ার আশ্বাস দিয়েছেন
408f87b02b	1a2a1	পর্যন্ত হতে পারে
408fafd98b	92bd8	অদ্ভুত একটা শর্ত আছে
408fcc774e	0606d	তুমি সেই দলের মানুষ
408ff7d3e0	dfefa	এর আগে দুবার তিনি
40905063d8	767ff	পুরাণে দেখিতে পাই
40905832f1	06527	আসামি পক্ষে ছিলেন
409074390a	80e98	জেরবার করে তুলল
4090ed6693	adf01	বরদাবাবুর খুড়ীর প্রতি
409214abe9	66c6b	আপনার কবিতা তো
40921ea056	bd576	খিলগাঁও রেলগেট এলাকায় পৌঁছলে
409222ba06	520fb	মুসলমানের ছেলে
409270c067	c11b1	আইবির কার্যক্রম
40931f1edb	92bb2	বসে আছে রোমিও
4093367a63	15a75	ন্যায় বিচারের দাবি নিয়ে
4093b794d7	4164f	দু’তিন দিন
4093e760a7	4ea73	মা হচ্ছেন
4094151a5f	dec2d	তাঁর সঙ্গীত ও মিডিয়া জগতে প্রবেশ
40942a7f24	dfefa	শিক্ষিতদের এগিয়ে আসার
4094753689	93080	জয়লাভের স্বীকৃতি স্বরূপ
409547db22	93bf3	ছেনোয়ারা বেগম
4095763d3e	56508	পঞ্চশীল গ্রহণের মধ্য দিয়ে
4095b306d3	46da4	হিন্দু ত্রয়ী দেবতা
4095b916aa	590d0	মাথা হেট করে দিয়েছে
4095d34187	b8ed8	মনিরুল ইসলামের দাবি
4096190404	29089	দেখানোর জন্যই
4096498a67	194f5	কাজ চালিয়েযান
40967786f0	3fb17	মুরাদনগর উপজেলা
409678575d	46da4	বেশ ভাল ক’রে
40970bf3e2	29bab	তবে আমাদের টেলিভিশন মালিকদের
