dd204bb271	256f5	দণ্ডবিধি বা বিশেষ ক্ষমতা আইনে
dd205fc48e	12702	সায়দাবাদ বাস টার্মিনাল থেকে
dd206ac34f	7b103	মহান মহান
dd209c5bbd	321b6	ও তার শীর্ষ সন্ত্রাসীরা
dd20edf1da	21e54	রিজভী বলেন
dd21677c81	870e3	পড়ে থাকতে
dd21717494	43b04	জবাব আসে নি
dd217d4c93	f2097	এসব অভিজ্ঞতার বিবরণী পড়ে
dd21b56537	5d12f	বেলাল মোহাম্মদের সহযোগী ছিলেন
dd22734e4d	e7230	ভাসানীর আদলের
dd227ff88a	bf530	দেশের প্রতিনিধিত্ব করতে পারা
dd22b74b31	24f73	সাধনার আলো ফুটবে না
dd22fc4bcf	f1240	এগুলোর কার্যক্রমও ভিন্ন
dd23407975	6c6bf	মিথ্যা বক্তব্য দিয়ে
dd2392ec3c	44322	সামাজিক প্রকল্পের জন্য
dd245bdeea	92f59	২০ হাজারের অধিক সদস্য
dd246b716e	bcaa8	এক কারারক্ষীর অন্ধ মেয়েও
dd247ddd40	8a46d	নামে পরিচিত ছিল
dd24c87886	b9122	গেতাফে ডিফেন্ডার আনহেল লাতিফা
dd24de7f04	cc9fd	এই হামলার ঘটনা ঘটেছে
dd2525b380	24f73	ধরুণ বর্ষা রজনী
dd259fcc08	46da4	একটি পরিচিত রূপকল্প
dd25c128cd	778c0	সংলাপে বসে
dd25e1e17b	870e3	কে দেখাবে আমাকে
dd25f8eaee	49543	মিশরের পরিস্থিতি আরও
dd26128c60	ca088	বাংলাদেশের সাবেক এই প্রেসিডেন্ট হৃদরোগ ও কিডনি জটিলতায় দীর্ঘদিন অসুস্থ ছিলেন।
dd26160987	ce629	দেশের রাজনীতির প্রতিফলনও
dd26646e3d	2909b	আমরা এবিএম মূসাকে
dd2720281e	15a75	রেশমাকে উদ্ধার করা হয়
dd273c0402	95907	পিএইচডি সম্পন্ন করেন
dd2824f17c	420df	সম্প্রতি মুক্তি পেয়েছে
dd2845cdfc	37d7e	নির্বাচনে অংশ নেবেন কি নেবেন না
dd285ff4db	58998	বিশ্বকবি কাজী নজরুল ইসলাম
dd2867b76c	d9081	পদক্ষেপ নেয়নি
dd289ede98	aa820	আমার এক বন্ধু এমপি
dd28a7ffec	80539	সম্পাদককে ধন্যবাদ জানাই
dd2a419da4	932bb	প্রায় ২০ মিনিট
dd2a90a09e	31f2a	হাশেম মামার
dd2b5d4286	1de6c	এর গড় উচ্চতা হল ৫০১মিটার
dd2b724477	ce775	ইরাকের বিপক্ষে ম্যাচের
dd2b75c85c	d2355	ট্রাইব্যুনালের রায়ের পর
dd2bbe7c07	91dff	তা দেখে তারা খুব
dd2bc48b42	4e900	চুল পড়া
dd2bd0a836	82926	মা জিকির শেষ করে
dd2c030e1d	4e900	বিভিন্ন উপজেলার ৩৪ কেন্দ্রে
dd2c3acb16	2bc73	আমার হাতে পয়সা এলে
dd2cdbcadf	b08d0	গবেষণাকর্মকে সহজতর করবে
dd2d360e26	23b22	দুর্নীতিবাজ হিসাবে তার বাবা
dd2daf774a	d9ba9	ছিলেন রসিকতাপ্রবণও
dd2ddcf787	2909b	সেবার ফজলিখালা এসেছিলেন
dd2ded0d3b	7d133	সরকার প্রতারণার আশ্রয় নিয়েছে
dd2dfa4b99	8a46d	ছিলেন প্রবুদ্ধ ভারতের সম্পাদক
dd2e1015bb	10a9f	পরের বছর ১ ফেব্রুয়ারি
dd2e66d63e	b9122	বাংলাদেশের স্বাধীনতার পর
dd2f335fff	c8f7f	তার এই নাম পরিবর্তন
dd2fee7bde	ca831	সুযোগ হয়ে ওঠেনি জুলিয়েটের
dd3035b562	49543	প্রচারিত হবে ছবিগুলো
dd304cb6c7	93080	প্যাডের পাতায়
dd30810957	2fc12	দশম জাতীয় সংসদ নির্বাচনের
dd30ec7810	778c0	একে অপরের আন্তরিকতা
dd313c97c2	870e3	শেষ হওয়ার কিছুক্ষণ আগেই
dd318594f6	a699c	বাংলাদেশী বোলারদের
dd3185cac2	f9dfb	সবটাই মানবিক
dd319aeec4	351dd	তবে সাধারণ সভা-সমাবেশে
dd31f062dc	9fa90	বলের মতো
dd3209c42a	1cb75	সাহিত্য পুরস্কার ২০১০
dd320e60a9	323f1	পাল্লা ভারী
dd321265f2	49d63	শেষ ৯০ দিন
dd3268c886	17ca1	আসাদুজ্জামান আসাদ জানান
dd327ac41d	80518	এখানে অরবান প্ল্যানারদের
dd32a6865e	7d133	আমার বাবা
dd32d66bb3	554fe	এ সময় হাকিম
dd32db6fc0	b9122	পাঠকমণ্ডলীকে বুঝাইয়া বলিব
dd33b3d44b	82926	স্মরণ করবে না
dd3403b492	bbb22	সম্মোহন
dd340f239b	66b3c	শাহীনের সারাদেহ থেতলে যায়
dd34100ce0	8edea	ইয়েমেনের পাহাড়ী ভূখন্ড
dd34570fa8	ac904	১০টি ভোট
dd34a5ba1b	943de	পায়ে চলার পথ বাড়ানোর
dd34dfed60	a43b5	রান আউট হয়ে বিদায় নেন
dd35501668	d9081	বিভিন্ন গলিপথে লুকিয়ে থাকা
dd356bc45a	321b6	অনলাইনে আবেদনকারীকে
dd35cdc35e	6c17f	জয়ের পর ১৯৯৬ সালে
dd361aaa95	1652d	কমিটি দেয়ার ঘোষণা দিয়েছিলেন
dd3662ceb1	4ea73	সম্পর্ক কোন দিকে যাবে
dd36855c40	351dd	যে সময়ের কথা
dd37038be7	c463d	পরে আওয়ামী লীগ থেকে
dd37729f1c	b9b98	ফোর্ডনগর এলাকার
dd37b6d184	948d3	আনোয়ার হোসেনকে শুধু
dd37c6cccb	1c618	অ্যাপল ইনকর্পোরেশন
dd37fa8b6a	c749e	আবরাম খান এখন
dd385a8c2d	388c9	মূল খেলা শুরু হবে
dd38e1b553	491a5	প্রয়োজনীয় স্বাক্ষ্য, উপাত্তের
dd390a5478	4fd66	৪টি চার ও ৩টি ছক্কা
dd391f05c1	b8bf0	আবেগের অংশ অধিক
dd3947a694	95907	বিবিসির সাবেক ক্রীড়া সাংবাদিক
dd3997eebe	cc18a	পীতাম্বর দত্ত দয়াময়ী দেবীর
dd3a3b352c	1f733	পরস্পরের সঙ্গে আত্মীয়তা করেন
dd3aade9e1	c6848	অনুষ্ঠিত হবে
dd3abf7153	d136b	বিদুষী মেয়ের জন্য
dd3ac43880	7ec1c	১৯৮৫ সালে
dd3af45829	3c897	বেশি সময় ধরে
dd3b070388	b00ba	তবে কেউ লিখলে
dd3b07d679	f6e55	মিতা হক
dd3ba3f80c	29d44	দেবতা আছেন
dd3bd06b68	c11b1	মহেশপুর, নলডাঙ্গা, প্রতাপ গ্রামে
dd3c02b26f	f658d	তারাও ভেবে পাচ্ছে না তাদের ভবিষ্যৎ
dd3c06b405	ca831	অনেকগুলি উপাখ্যান রয়েছে
dd3c493781	121bd	ফিটনেস এবং বিপনন সংক্রান্ত বিষয়াদি
dd3cb5b76f	64092	তাঁর সাথে কথা বলছেন
dd3cbb9a5d	14d25	সমাজতান্ত্রিক না পুঁজিবাদ
dd3cf089cc	5639c	জাতীয় চলচ্চিত্র পুরস্কারের জন্য
dd3d23b161	b9b98	মূলত স্বতঃস্ফূর্ততা ও সাময়িক উত্তেজনার বশে
dd3e1b5d7d	8c07c	কস্তার এটি ২৫তম গোল
dd3e87fae5	93bf3	বিদেশি মুদ্রার মজুদ থাকতে হয়
dd3ed06be6	717bb	রাষ্ট্রীয় বার্তা সংস্থা জানাচ্ছে
dd3f133ea5	bd576	৩ কর্মকর্তা
dd3f4a0784	24aed	জারি ছিল কারফিউ
dd3fd5204f	9092b	সংস্কৃতিতে পরিণত হয়েছেন তিনি
dd409205d3	16877	নামে এক যুবক
dd416c4549	39dd0	ইট ছুড়লে এই চালক
dd4190c871	e9fa7	সে বাসার গৃহকর্ত্রী
dd42833193	eb179	বিদেশে চাকুরী
dd4291e969	c0d65	সরকার সেই কাজটিই করেছে
dd42aa4769	06bb7	সিডিউল মতো
dd42dde7e4	ef915	সাগুদানাগুলো দিয়ে
dd434947bb	b5fdc	এই প্রকল্প থেকে ১৩২০ মেগাওয়াট
dd43ed1ea5	31f09	দশ মিনিটেই তারা
dd43fa2dab	745b7	নির্দিষ্ট বিমানবন্দরগুলোতে পা রাখবেন
dd4455de04	14d25	মি হোসেন বলেন
dd44f9c007	60b9d	ও ঢাকা বিষয়ে গবেষক
dd451b184c	52578	২ সপ্তাহ সময় লাগতে পারে
dd456b9357	e03fc	শ্রম আইনের ৩০২ ধারা অনুযায়ী
dd461a046b	5cb47	আরেকটি মামলা হবে
dd465c08d9	6dff5	রাজকন্যা বললেন
dd46812ae3	7b132	বাংলা শব্দভাণ্ডারের
dd46c52072	69449	দরকার নেই
dd47393a15	fcefa	কোন শতকের কবি
dd474f822d	01e91	বাঙালী মুসলমান সমাজ
dd478384a9	2840e	মোটা পুরুষরা
dd47d5ec0a	577fa	বাড়তে থাকা
dd483cdb0d	ced74	স্রোতের দেখা নেই
dd48aa1b72	07660	যারা আছে
dd4998b3b7	ba2f6	মূলত ব্রাউজার রেন্ডারিঙের
dd49cd204f	7ed14	দু দশকেরও বেশি সময়
dd4a247c72	06527	তারপর কি ঘটল
dd4a3d0f03	e03ce	গড়ে তোলা হচ্ছিল
dd4ba18e02	d41be	এদিকে দোকান মালিক সমিতি
dd4bfd1a8a	442b7	কো্নো বাক্যে একই অর্থে
dd4c15326c	778c0	দরজার কোণে
dd4c404a44	56508	সে কারখানার মালিক
dd4c6ec92b	809cd	তিনি ঘটনাস্থলে গিয়ে
dd4c6ed1bb	e2ba2	কোয়ান্টাম মহাকর্ষ
dd4c9acb83	e2ba2	ইসলামিক গান ডাউনলোড
dd4ca1516e	93d3b	গত ৩১ মার্চ
dd4d0dfce7	06bb7	ফুল অ্যান্ড ফাইনাল
dd4d416602	bcaa8	সংশ্লিষ্ট ব্যক্তি
dd4dce6174	2695f	একটু থতমত খায় আজাদ
dd4e4b04a5	da6f0	হিসেবে বিবেচিত
dd4e91a418	a1201	অজ্ঞাত অপরিচিত
dd4e9c463e	0606d	প্রথম দিনে
dd4f168af4	17ca1	অন্ধকারে পালাতে হয়েছিল দাপুনিয়া
dd4f17806e	91dff	সেটার ব্যাপারে ভাবতাম
dd4ff3d7d7	c5dc8	ডোনাল্ড কানুথ
dd501bdffb	0e637	সূর্যরশ্মির আপাতন কোণের উপর
dd5082ca67	e43d4	ব্রিটিশ বংশোদ্ভূত
dd5174305e	43b04	নারী হঠাৎ শেখে না
dd51a4d2e2	9813c	দৈবের ইঙ্গিত বলেই মনে হলো
dd51b815dd	1b359	তার বদলে কী হচ্ছে
dd51c57388	06736	পুলিশের তদন্তে
dd52196a73	46d49	সমঝোতার জন্য
dd52875b7b	9065c	ধরিয়া চলিলাম
dd52a85caf	c11b1	সমাজ পরিবর্তনের কর্মকাণ্ডের প্রতি
dd52c04864	23291	অনূর্ধ্ব ১৯ দলটির
dd52cb01e8	943de	মিত্রবাহিনীকে কিছু
dd52eecc98	80e98	তুমি কি বেসেছো তাদের ভালো
dd52f6839a	42898	অস্ট্রেলিয়া ৬টি অঙ্গরাজ্য
dd532e0bd1	e3d8b	আপনার খুব ভালো
dd53a846f9	0d8c1	একাধিক ছেলের সঙ্গে
dd54a74db7	25696	নিজেই বানান
dd54c280f3	31f09	এ বাড়ির ত্রিসীমানা
dd54d9af0c	a9a58	নির্ঝর এখন কণ্ঠশিল্পী কণার সঙ্গে
dd54f483eb	e9589	তাদের দায়িত্ব
dd54f8140a	b8bdd	প্রমাণ করেন যে
dd553aa06c	f2780	মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়
dd55d57ae4	d41be	মূল ফটকে
dd5600704c	16877	ইটিভি বাংলায়
dd562aa979	16cfb	উত্তর জানতে হলে
dd56e332ec	f7a7f	এমনকি হেডার এন্ট্রি
dd570cbd1b	9642e	নির্ধারণ করবে
dd572d67f8	9282d	ট্রেডিং কর্পোরেশন অব বাংলাদেশ
dd5747e7ed	2fe3c	পার্ক এলাকা সর্ব সাধারণের জন্য
dd5778137a	d1b12	কাজ থেকে ফিরে
dd578676a7	29f8c	এত সরেস কাহিনি বেরোনো
dd58099d36	b9b98	ঘন করে শঙ্খধ্বনি
dd58ea90e1	e2ff7	পশ্চিমা দেশগুলোকে
dd595a1c05	ea8fa	শীর্ষস্থানীয় আটজন আইনজীবী
dd599409cc	d9b11	গুপি হাত জোড় ক’রে
dd59ab71f3	7a227	মা ও বোনের সান্নিধ্য
dd59b54720	1652d	কিংবা তুরস্কের অন্য কোথাও
dd59cbe65d	577fa	গল্প বলার উছিলায়
dd59d40199	12702	তিনটি গোল করিয়েছেন
dd5a56cc04	f0f95	ইরোটিক
dd5a8a0fae	a4750	নবী করিম
dd5ab854cc	93080	তার চোখে এখনো লেগে রয়েছে
dd5b0fc66f	410fa	রাস্তার কিনারের
dd5b95a09f	efc0d	জেনেভায় অবস্থিত
dd5bc5a63a	b618b	কথা হচ্ছিল কয়েকজনের সঙ্গে
dd5c08da76	56508	অন্যটিতে কারখানা শ্রমিক
dd5c319626	9092b	আমরা সংখ্যায় কম বলে
dd5ca1accc	49543	আনন্দ মিছিল করেন
dd5d048649	195f7	কিছু নিয়মকানুন
dd5d20b781	5d80e	প্রকাশ বন্ধ ছিল
dd5d51def8	ee852	যোগ হলো
dd5d8a0d5e	31f09	গুরুত্বপূর্ণ ভূমিকা
dd5dbcf16e	fda1a	মুরগির মাংসগুলো
dd5e7776c3	69449	সাত ওভার বল করে
dd5e80bcce	b9a81	চাপ ও বিধান
dd5f67231e	8632b	একেবারে নিঃস্ব হয়ে পড়েছিলেন
dd5fb01bcb	01e91	রান-আউট হয়ে
dd5fb13321	06527	স্বাভাবিক করবার জন্যই
dd60deca0b	943de	আসন্ন উপজেলা পরিষদ নির্বাচনে
dd60ecdc7f	f7a7f	আমি বাংলাদেশী
dd6139e8e8	9282d	ও তাণ্ডব চালাচ্ছে
dd61622fd7	bdd05	আমরা মামলার অনেকখানি
dd61906c5e	ef4f8	বের হতে ইচ্ছা করে না
dd61a25a53	a43b5	পরিস্থিতি সামাল দিতে হবে
dd63927212	92bd8	চাইয়া দেখ
dd639a3434	75626	আর্থ-সামাজিক উন্নয়নের
dd63a7b50d	f7a7f	মন্দিরের সামনে আছে
dd63cbe750	536d9	প্রায় দ্বিগুনেরও বেশি
dd63d9c4c8	7aed9	ঘরে ঢুকে না যাই
dd642c94e6	6fb36	এর মধ্যে আমার
dd642decde	2fe3c	বহুল উচ্চারিত একটি শ্লোগান
dd645bc6e0	195f7	ওদিকে ইউক্রেন নিয়ে
dd64f28afc	24aed	এক বিচিত্র কারণে
dd654635a0	83c53	এই ঘোষণার পাশাপাশি
dd654bb819	c5479	বন্দুকের এই হচ্ছে বাঁট
dd659638ad	91ac1	প্রতিযোগিতার শীর্ষ বাছাই
dd65deb550	a7c6f	নিরাপদ মনে করতে
dd65f60c61	2fc12	রুশপন্থি বিচ্ছিন্নতাবাদীরা
dd6625ce07	23b22	অর্থায়ন বিষয়ক উপস্থাপনা তুলে ধরেন
dd664eb9fa	e68af	তাহার মত হতভাগিনী
dd665d1fc6	616ec	তাকে গ্রাম থেকে
dd6669f2d9	28dfc	গোপনীয়তা ভঙ্গের
dd6749e128	23b22	তেলের স্তর দেখতে পেয়েছেন
dd67684d9b	e6d83	হেলাল হাফিজ
dd6799ca46	e31e7	এবং গাড়ি ভাঙচুর করেছে
dd67ad2439	f600a	বা আইসিসি কর্তৃক
dd67b42204	73629	সাপ আমার শরীর ছেড়ে
dd67bd9bce	ea5be	বাঙালি নিজেকে ছাড়া
dd67d5ea90	ff970	ওই দম্পতির বসবাস ছিল
dd67fdaff1	b8ed8	দুপুরের খাবার
dd68e6042c	4f2ae	যমুনা নিউজ
dd6902aba6	9d7bf	এছাড়াও সহিংসতায়
dd699e88fa	b9a81	না জানি এঁরা কত বড়
dd69e63c81	767ff	মিথ্যাচারের শিকার
dd69f79ed1	09b32	টকিং টম
dd6a2df913	5dec6	গ্রন্থমেলায় মিডিয়া সেন্টার থাকবে
dd6a8d5c6b	6ab59	কানা মামুর বড়শিতে
dd6ad9861e	d2faf	আরও জোর খাটাইল
dd6b0c39a2	f0f95	মা’র নাগাল থেকে
dd6bb581b5	693cb	এখন উল্টো জনমনে
dd6bd16fc4	e754e	জনগণকে বিভ্রান্ত করার জন্য
dd6bddc92b	57d54	কেননা প্রাচীন ইতিহাস থেকে
dd6bf6f802	fb4cb	এই অভিযোগ ওঠার পর থেকে
dd6c096434	0d8c1	সিনেমাটি মুক্তি পাওয়ার কথা রয়েছে
dd6c1d404a	d2294	দেখিতে পাইলাম
dd6c5100ee	bbb22	পরবর্তী দশকগুলোতে
dd6cabd767	4f450	অক্সফোর্ডশায়ারের উত্তর
dd6cf9c195	256f5	এদের একমাত্র আরাধনা
dd6d08f277	e03fc	আন্তর্জাতিক অপরাধ ট্রাইবুনাল
dd6d3c6eb6	7b103	লাগিয়ে দেওয়া
dd6d494aad	baa02	তাদের সনাক্ত করা না গেলে
dd6d586809	7d133	‘কেউ নয়’ বানিয়ে ফেলে
dd6da9cd05	64092	বাণিজ্যিকভাবে উৎপাদনের লক্ষ্য নিয়ে
dd6dabbf71	4f2ae	লাইসেন্স দেওয়ার আইনে
dd6ddac1f6	52578	যদি অবসেশন
dd6e8fb9ca	cd3ac	মুসলিম কবির ‘হিন্দুয়ানি পরিবেশে’ বসবাসের
dd6eab3634	f658d	নিজেদের রক্ষার জন্যই
dd6ef97c45	91ac1	তুলে ধরবেন শিক্ষামন্ত্র
dd6f06db70	c41d8	ওয়াই ফাই
dd6f341e31	b9a81	সে অফিস বন্ধ করবে
dd6f39c031	25696	সময় পেলে
dd6fada1d3	ee852	নতুন আঙ্গিকে বাংলা একাডেমি বার্তা
dd70a9eff8	7351e	বুধবার নিমজ্জিত ফেরিটির পাশে
dd70d5b887	0895a	তবু স্কুলে যায়
dd713c7d96	ce629	৫৪ ধারায় গ্রেপ্তার করতে
dd7171225c	2695f	এখন তারা বিষয়টি
dd7196f8b6	f658d	১৯৯তম টেস্ট ম্যাচ
dd71b7491f	4f450	এ কাজ কারও
dd73033c40	14d25	তবে একটু সচেতন হলেই
dd7360a860	fd880	বাজার করতে লাগল
dd73f84981	3faff	৮০ ভাগ এলাকাজুড়ে
dd74235661	a7c6f	সদিচ্ছা থাকতে হবে
dd7491f1d0	cb627	ক্ষমতাধর ছয় দেশ
dd751e54c7	ad98d	পরনিন্দা, পরচর্চা
dd75354871	4fc91	আজি কালি
dd75a7fa93	d3e06	সুলতানপুর গ্রামের
dd75bb6027	4ea73	গত ৯ মাসে উন্নয়ন খাতে
dd75eb757a	f7a7f	এখানে বিশেষ করে
dd761d0d40	1cb75	এক মুখপাত্র জানিয়েছেন
dd763a37a6	d0c70	কোলে একটা খোকা নিয়ে
dd7676bf19	c3cca	ভাবী
dd76795a55	4a67e	পুলিশ এর পর
dd76ebf61c	f4ba7	কি ইহা লেখা হইয়াছিল
dd786dca6e	11915	বাণিজ্যিক সাফল্যের দিক দিয়ে
dd788d7b1d	cb842	সহ-অভিনেতা জশ হারনেটের সঙ্গে
dd78e1c79e	c4973	তাঁর বর্ণাঢ্য রাজনৈতিক জীবনের
dd79574ccb	dfefa	বেকিং পাউডার ১ চা-চামচ
dd79bcf921	282d3	আরো একদফা অনুশাসন
dd79cf872c	93080	এরা বলতে শুরু করল
dd7a0011f7	13b70	সেখানে ছবি বানানো
dd7a160544	e55de	মা’কে তাই দেখাতে আসা আমার
dd7a3247e1	9b864	আসাদুজ্জামান বাবুল
dd7a761af9	f2097	জনসংখ্যা হল ১১৩৮৩ জন
dd7aa0f8a1	bf530	পূর্বানী গ্রুপের
dd7afea88c	b8bba	জমিলার মায়ের ঘনিষ্ঠ জীবনসত্য
dd7b74770b	8ba2b	অজিত দত্তের উল্লেখযোগ্য
dd7b8e2ee6	6b437	মেলার প্রধান প্রার্থনা শুরু হয়
dd7ba7da35	03284	তার কি কি বই
dd7c07a3b1	3b1f7	বাকি কাজ
dd7c66c1af	f2b7d	হালকা গরম পানি দিয়ে
dd7c7309bb	943de	লম্বা
dd7c816e18	ee4ad	র‍্যাবের সংস্কার
dd7c965f7f	c9c19	গড়ে উঠেছে জামদানির আড়ত
dd7cbcf70f	2556b	ক্ষমতাসীন কংগ্রেসের সংসদ সদস্য
dd7dd52221	f280a	বাংলাদেশ ৬ দশমিক ৩২ শতাংশ
dd7e5c9b9b	ef915	মনিটরটি খুলে
dd7f8dde10	ca088	একটি ট্রাকের সঙ্গে
dd7fc254cb	8143b	সালমান শাহ স্মরণে
dd7fccaf2f	e7230	স্বাভাবিক অবস্থা
dd7fe86d1a	1a2a1	এটি এখন এক-তৃতীয়াংশে
dd8020e783	2396d	জামিনের জন্য এখন তারা
dd8038063a	a9a58	আস্তে আস্তে মানুষের
dd805fc480	287bd	তিনি এমন কথাই বলেন
dd807a394a	71522	খবর পেয়ে সকাল ১০টার দিকে
dd8107df4d	d5f7b	চাকর-বাকররা
dd810e3865	d9ba9	এলাকাবাসী নদীতে
