df40b83f6c	68549	বেশি দিন সংরক্ষণের জন্য
df41152c08	92bd8	তালিম গ্রহণ শুরু করেন
df411e72a5	03284	বিমান বাংলাদেশ এয়ারলাইন্স
df41658c7b	86b1b	অধিকার আদায়ের সম্ভাবনা
df4187e487	2fc12	পাইকারী চাল ব্যবসায়ীরা
df429da57c	4bede	বুঝে নিয়েছেন
df42cad5c8	2f547	পুরো এলাকাটি
df431f9005	7ec1c	দুনিয়ার মাটির মত
df4327af75	3bb15	নির্বাচন চায় না সরকার
df43f35a6a	f2b7d	গর্তটা বেশ ভালো করে
df446d076b	01e91	চিনি ১ কাপ
df459533d4	d5213	অফিসের ভেতরে
df45c69dd1	53396	তা সুনিশ্চিতভাবে
df45d9ec86	6c6bf	বা এ ব্যবসা শুরু করার আগে
df45dd1afd	60b9d	নানার পাঁজরের
df46c17599	eaa7a	সে দেশে নারীও পা-জামা পরে
df46c2cab0	66dcd	বাড়ির লোকজনকে জিম্মি করে
df46c66176	06e62	বার বার পড়ার আনন্দেই
df46db89d9	f7a7f	খোলাসা হইয়া আসিতেছে
df46e91ac7	98b81	বিড়ালের বাচ্চাগুলো ছেড়ে দেয়
df47236961	4237e	নিচে নামিয়ে আনার জন্য
df476f75cb	8edea	তিনি ব্যবসা মূলত শুরু করেন
df478b7661	4c555	প্রস্তুত হতে
df47b11923	7df87	ফের মঞ্চে ফিরবেন
df47d9cf5e	10a9f	দেখানো না যায়
df48280ffc	da6f0	সোমবার আনুষ্ঠানিকভাবে
df482b4ab3	86b1b	একটি সমগ্রের বিবেচনাহীনতার কাছে
df4895a2b0	d9b11	বিচারক ওই আদালতের শুনানি
df48ae3ed9	4dd57	সংঘর্ষে একজন আহত হয়
df4937d4a8	b5fdc	দিমিত্র ইয়ারোসের নাম লেখা
df49a38c54	b5fdc	কয়েকশ চলচ্চিত্রে
df49d736c7	fcefa	অবশ্য বিয়ের সময় তিনি
df49ed22db	355c1	ধূমকেতুতে প্রকাশিত
df4a1d90a6	2909b	আঁখি ওই গ্রামের রিয়াজের স্ত্রী
df4a1f352f	1c618	কটেজে ঢুকেই
df4a3b5d97	dfefa	যা বিশেষভাবে কাজে লাগবে
df4a4fed8a	e3d8b	দেশের বর্তমান রাজনৈতিক পরিস্থিতিতে
df4af24564	cf82a	কারো সহযোগিতা ছাড়াই
df4b7f2ba0	ced74	২০ ফেব্রুয়ারি ২০১৪ বৃহস্পতিবার পর্যন্ত
df4bf837a6	65e30	শ্রেষ্ঠ নিদর্শন হিসেবে
df4c10bcf3	16e96	সংগঠনের ভেতরে
df4c5142eb	e00db	ফিফা কাপ
df4d703b54	c9c19	আধুনিক বৈদ্যুতিক ছাপাখানা
df4da690c0	5d12f	২ এই ধরনের
df4df419e0	976b1	তবে সাম্প্রতিক হরতালগুলোর মতো
df4ee287f2	ea8fa	উদ্ভাবন করা
df4f19e2ad	ad69a	কুসিনক ১৬২৫-১৭৭১ অবধি
df4f5ce95f	7ee9b	কথা
df4f691cd5	21e54	অনেক সময় অনেকে
df5072c740	65652	প্রথম ফোক-ফিউশন অ্যালবাম
df5077cf4f	d1b12	কেন এই তথ্য
df50aa72c7	a06a1	খাওয়া পরার খরচ জোটাতে
df50cba29b	7297e	যুদ্ধাপরাধীদের বিচার
df50d56560	2fc12	আলিয়ার অভিনয়ের প্রশংসা করেছেন
df5137f23c	bf530	বহনের ক্ষমতা নেই এটির
df517dbccb	2d78f	মেক্সিকোয় বসবাসকারী এই লেখক
df51c54418	c1e30	এখনো প্রাথমিক পর্যায়ে আছে
df5208ce63	1652d	শুরুতে কিন্তু পিছিয়ে পড়েছিল
df5247108a	35ef3	কয়েক দিনের মধ্যে
df5288ffa0	1a2a1	তিনি ২৫ বছর পূর্ণ করবেন
df529124ac	09f0d	পরিচালক ও শিল্পী পক্ষ
df52b9f23d	d2d71	এ-প্রলয় সৃষ্টিশীল
df531a5739	491a5	বড় মামাকে দেন
df53688f31	bbb22	মাস্টার্স গলফ প্রতিযোগিতা
df53b3b463	f600a	মুসলমানি
df53d59337	1f733	তাদের ফেরত যেতে হয়
df53f18d9a	d9817	এক দিনে ৬০ কোটি টাকা
df540b5421	b9122	হয়তো এমনি
df54970886	e50f1	আজ তার বিরুদ্ধে আনুষ্ঠানিকভাবে
df54a61220	1e7c6	অণুজীবের কোষীয় গঠন
df54ef0f3f	6aac8	শিক্ষিত
df565e5639	767ff	উপনিষদের প্রভাব
df56723622	1a4a9	এর সঙ্গে
df576bdd0a	8143b	তাদের সঙ্গে যোগাযোগ করে
df5779a319	ff1eb	দীর্ঘ লোমবিশিষ্ট ছাগলের জন্য
df57c62d6f	4fc91	পরিস্থিতির যথেষ্ট অবনতি ঘটে
df58b0efe1	72649	তিনি সন্তোষ প্রকাশ করেছেন
df590df3a8	fcc89	আর সব কয়টিতেই
df5910dd97	54e68	তিনি প্রথম প্রকৃত আধুনিক কবি
df59165deb	0e637	বিভাগের প্রধান হিসাবে
df5927e4ff	404ee	তিন দিনের জাতীয় শোক
df5937260c	d82d9	হল ৪৯৮৫ জন
df5996ecad	616ec	করতে সক্ষম
df59b40e6d	1652d	১৯২০ সালের
df59cd4eb7	43b04	একটি আংশিক ধারণা মাত্র
df59f2a249	83c53	সারাদিন বাসায় বসে
df5a83f50e	e2ff7	দেশটির বর্নো প্রদেশের
df5ae5b9a4	38ff0	প্রথমে ব্যাংককের একটি
df5b06a703	98b81	টোকাই
df5b24e709	d9817	তারা আঞ্চলিক
df5b2bdcde	0895a	সংশ্লিষ্ট সূত্রে জানা যায়
df5ba487ce	0895a	মধুসূদন নামও
df5bb16526	69d9a	আমাদের টেলিভিশন সহযোগী
df5c109a00	f7a7f	মন্তব্য উল্লেখ করেছি
df5c6416d6	f2097	বোঝাই যাচ্ছে
df5c68f190	e9fa7	আর নতুন খবর হচ্ছে
df5c79eb3d	cb1aa	বেশি জেলে নিখোঁজ হয়েছে
df5c93175c	5d12f	স্যার অ্যালেক্স ফার্গুসনের নামে
df5cdaa563	f29bf	হাসির জোকস্
df5cf26c39	a0277	নিউইয়র্কের গাঙচিল সাহিত্য আসরের
df5d091ce1	c749e	যথাযথ নিশ্চিত করেই
df5e617c1c	3faff	যে কেউ ইচ্ছেমতো
df5e80bf3d	eaa7a	১৯৭৪ সালে শেষবার ইউরোপের সেরা ক্লাবের প্রতিযোগিতার ফাইনালে উঠেছিল আতলেতিকো।
df5e96565a	590d0	সূচনা খুঁজতেও
df5f457863	d2faf	মালয়েশিয়ার পরিবহনমন্ত্রী
df5fb06095	01e91	জ্যাঠামশায় টেবিলের পাশে
df5fc0be80	47e8d	ছাতিপট্টিতে এসে
df5fe9b9d5	cb1aa	খুব বিচ্ছিরি রকম
df5ff544a7	4c555	একটি ময়লার স্তূপে
df5ff5d2ae	8b859	এভারেস্ট জয় করেন
df605c86fd	01e91	টাকা আনতে অপারগতা প্রকাশ করায়
df60f7b189	1279e	বৃহস্পতিবার রাতে আমার দেশ পত্রিকার ছাপাখানা সিলগালা করে দিয়েছে।
df6147ffe4	4bede	কিভাবে তা সামলাচ্ছেন ছাত্র-ছাত্রী
df615ecf29	93d3b	আরও নানান বিষয়ে
df624753e5	06bb7	জমকালো উৎসব
df62d036e8	ce180	রাশিয়ার সামনে
df63c62d9f	4fd66	ক্ষমা করে দেওয়া ছাড়া
df63d99511	91dff	গাছ লাগানো
df63dfe8de	2b883	এবং পুরো প্রক্রিয়াটি
df63e56f1e	6dff5	বেঁচে থাকতে পারে
df64cdcb5c	a3a6d	তাঁরা কবিকে ওই সব জায়গায়
df65205ab6	57d54	একদিনের হরতালে
df6571ad81	9282d	অনেক স্বপ্নের জাল বুনেছিলেন তারা
df65b97b72	dafb6	সেই ডাকাতগুলো
df65f6d41b	b9a81	তাকে গ্রেফতারের নির্দেশ রয়েছে
df661b8f71	a916a	এর ‘চির’ হওয়ার কিছু নেই
df6621a970	64092	আমরা যথেষ্ট
df663a5222	a06a1	এড মিলিব্যান্ড বলেছেন
df668ddf41	ee886	২০০১ থেকে ২০১২ সাল পর্যন্ত
df6690e7ad	b618b	মি. পেয়াত বলেছেন
df683e0a9c	698ff	দৃষ্টান্তমূলক শাস্তি দেয়া দরকার
df68b62f95	adf01	পেটে ছিল আঘাতের চিহ্ন
df697d2148	52578	কি নামে উল্লেখ করা হয়েছে
df697de02d	f4ba7	বিক্ষিপ্ত সংঘর্ষের
df69f8cb11	14816	আমার কথা
df6a454085	b78ec	গেরিলাদের নিয়েই
df6a916a6c	f2b7d	এবং অবস্থান
df6aa4487c	e3f89	আয়ত্ত করে
df6ad3256d	a699c	মেয়েদের মধ্যে
df6b1ba5ef	d2355	আত্মকেন্দ্রিক পুনরাবৃত্তির মধ্যে
df6b1f99f5	11915	ব্রেইল পদ্ধতি
df6b624f38	9e923	খবর তাদের কাছে নেই
df6b9f9dbe	69d9a	মাটিতে লুটিয়ে পড়ে
df6cb63bdb	f280a	শুধু বাংলাদেশে
df6d712e9c	4bede	বাইরে যারা আছেন
df6e2cdaa3	1f733	রঙ্গলাল সেন বামপন্থী রাজনীতি করেছেন
df6e44297a	420df	এখানেও মেলা হচ্ছে
df6e5fdfbf	b08d0	বিচ্ছিন্ন হয়ে পড়ে
df6e6ed9b6	6b437	ওপরে ওঠার সময়
df6edf315c	2840e	হাসান মাহমুদ বলেন
df708c2ce9	05901	টিউশন পড়াতে
df70eacf96	db181	প্রতিদিন খোলা জায়গায়
df712499b5	c3cca	বর্ষাকে প্রশ্ন করা হয়
df718dbbfd	5b13f	চেয়েছিলেন এই ছবির জন্য
df72124028	32998	আমেরিকার বেশ কয়েক
df723680cb	d9ba9	কাজের লোকের মতো দেখায়
df729553f6	66b3c	বিমানে চড়তে না দিলে
df72b345e8	35ef3	সাগর সেচিলাম
df7311e989	6973e	তার যুক্তরাষ্ট্রে ভ্রমণ নিয়ে
df735f87c5	21e54	কুমিরা মাঝামাঝি পাড়ার
df73c77a1a	39dd0	অনেক দুরে যাইয়া পড়িল স্রোতে
df753d17a0	8143b	এখন দেখা যাচ্ছে
df7553f0ab	3bb15	সবাইকে অনেক অনেক ধন্যবাদ
df75987546	91dff	বহুদিন ধরেই
df75da2695	9092b	২০১৭ সাল থেকে
df765809ac	a9a58	স্থূলতার জন্য
df769d59e9	e3f89	দেখা যায়নি
df76d75a17	29f8c	আমাদের জীবনে
df76f2bacf	09f0d	সকলেরই বিশ্বাস
df7715a7f1	c3cb3	সকাল ১০টায় শুরু হবে
df77e1a25c	c7705	হন্ডুরাস
df77e7501b	0b7ca	বাংলাদেশের ভোটাধিকার
df78383c43	2ad74	এখনকার আয়োজনগুলোর মত
df78e0ed15	8406e	এক সুগভীর ধিক্ষর ছিল।
df78f32751	4fbd1	এটাই ছিল উর্বর সময়
df78f66207	42898	অপরিচ্ছন্ন পরিত্যক্ত ছোট কক্ষে
df7906c59d	1c618	অন্তসত্ত্বা স্ত্রী সামসুন্নাহার নুপুর
df79173cda	b5fdc	বর্ণবাদ বিরোধী নেতা
df7a5485c4	778c0	পার্বত্য চট্টগ্রামের
df7a626ae1	745b7	স্থানটির নামকরণ করা হয় মুজিবনগর
df7abc5da2	287bd	আসামি অসুস্থ
df7b40b5bf	c958a	মান
df7b4b406c	e6e48	আরম্ভ করিল
df7bf9ff93	ef915	দ্বিমতও রয়েছে
df7c97dbb6	06736	দর্শন থেকেই এসেছে।
df7ccdb25f	ce629	ছেড়ে দেওয়া সম্ভব
df7da28d99	f2780	তাঁর মা-বাবার
df7da9c26d	c11b1	ফিসপ্লেট খুলে ফেলে
df7dc5980b	9813c	ত্বক পরিষ্কার করতে হবে
df7e876bd6	2ee04	লিগ্যাল স্টাডিজের নিয়ে পড়াশোনা
df7ed01e4b	9f25e	তোমার সঙ্গে আমার কথা আছে
df7f8c0294	d2d71	শরীর মন সায় দেয় না
df7fd4479b	d2faf	কানুকে মেরে ফেলতে
df80011b52	809cd	এগোতে থাক
df8028623d	13b6a	তারকাখ্যাতি পাওয়া গেলেও
df808b2682	03284	তার বিভিন্ন অনিয়মের কথাও
df80ca7010	c3cb3	ড. মুহম্মদ শহীদুল্লাহ্
df818325be	e43d4	আরকুয়েট নিউক্লিয়াস
df8190b757	d136b	প্যানেল সদস্যরা
df823ead45	420df	আসার পথে দেখি
df82775ab1	509f6	বরফ অবস্থায় ছিল
df83072684	2aecc	অপারগতা প্রকাশ করে
df8377c173	8b859	অথবা ইলেকট্রিক্যাল
df843f7262	5b13f	নদী-মধ্যবর্ত্তী হইতে লাগিল
df84410384	21e54	মোল্লা আমজাদের সঞ্চালনায়
df8481d156	5a61c	সেদিন থেকে
df84831bf6	fcc89	এমনিতেই দায়িত্ব থেকে
df849ac05f	32b3e	চিরকাল সমাদৃত
df850b74ef	943de	থানা পুলিশের মোবাইল টিমগুলো
df85227c82	a1d4a	যখন বিরোধীদলে যাবে
df85ba41ed	93080	দেশটিতে কর্মরত চান না
df86124434	7e1d5	পুলিস সুপারকে বদলির নির্দেশ দিয়েছে
df862a8131	7f2ef	বড় একটা টেলিভিশন
df865108a2	d1b12	আদালতে হাজির হবার
df8673056a	43b04	অপরিবর্তিত রয়েছে ২৯টির দাম
df86b23efe	2c9c5	নিজেদের ঘরে
df86b3b068	75626	আমার মুখ দিয়ে
df8751b8ed	9c8dd	অনিন্দ্য সুন্দরী
df8757d76b	2bd99	শিডিউল মিস করে
df87d5cb96	ac904	যাওয়ার আগে
df87df5410	acb88	বাংলা, ইংরেজি, হিন্দি
df87f40170	14816	কিমের জন্ম
df87f5450e	c958a	একটি পূর্ণাঙ্গ ও স্বচ্ছ
df883702f9	c11b1	একরামুল হক দুলাল
df88a8ce74	967fd	এটা নিয়ে কার
df89beab62	2c9c5	আড্ডার ভাষা আর রসের
df89d3c12d	5639c	পার হয়েই গেছে
df8a85ef81	cb842	বাড়ানোর সুযোগ পেল
df8b22222e	4fbd1	তদন্ত সাপেক্ষে
df8b27172d	93080	নায়ক এবং শিল্পপতি
df8bf8aa96	3f875	হয়তো মানুষেরা
df8c33593b	1652d	৮টা ৫৮ মিনিট পর্যন্ত
df8c3a59d6	ee852	ব্যাটে বল আসছিল না
df8c695a8b	4ea73	তাই দেখা যায়
df8c97d49c	ac0df	পাহারা বিদ্যমান রয়েছে
df8ca52f4c	2c9c5	অনাথনাথ দাসের সৌজন্যে
df8d701011	ce180	হেঁটে কিংবা বিকল্প যানবাহনে চড়ে
df8db803a0	0696e	এ উত্তাপে পথ হাঁটা চলে না
df8e57c0de	767ff	বয়স বসে নেই
df8e5bb0f6	52578	মৃদুল ও পলাশ
df8e9f1005	ff1c3	কেউ ভোট দিতে আসেনি
df8f070635	2b883	রাত পোহালেই
