a328f13701	64092	কোনো প্রকার ত্রুটি-বিচ্যুতিকে
a32931ad26	23291	সময়
a32a163e05	6973e	আফগান ব্যবসায়ী
a32a81fe5f	9092b	কোথায় গৃহীত হয়
a32aa3bbd1	256f5	ফেরদৌস সবার উদ্দেশে বলেন
a32ab7a0a7	1652d	সমস্যার কথা বললেন
a32adac1dc	6c17f	পাড়ি দিতে প্রস্তুত হল
a32b066b4f	ee852	কিংবা রাষ্ট্রনায়কের মুখ
a32b227419	323f1	তিনি রাকেশ রোশানের
a32c4070e8	2fc12	দম্পতির সঙ্গে দেখা করবেন
a32c672a37	f280a	তাকে যাবজ্জীবন কারাদণ্ড
a32c67b3ff	17ca1	প্রকাশ করা হলো
a32dd8e702	23b22	টিভিতে দেখা
a32e27e0c9	baa02	তেলেঙ্গানা-বিরোধী রাজনীতিবিদরা
a32e3c0f0f	dba43	বিশ্ববিদ্যালয়ের ভিসি বরাবর
a32e893c2d	a46e2	আগে অবাধ বিচরণ থাকলেও
a32eab7f55	e3f89	তা আগামী
a32ed18948	68549	মিষ্টিমুখ করিয়েছিলেন সেদিন
a32edfc9ca	eecdd	বিভিন্ন নদীতে সব মিলিয়ে
a32f1d9391	11bd2	১৯৬ নম্বর বাসায় থাকেন তারা
a32fd1d939	2396d	বহুতল ভবনের
a3304d48d5	c11b1	তাদের পক্ষ থেকে
a331421efe	a1d4a	মিরপুর শেরেবাংলা ক্রিকেট স্টেডিয়ামে
a3314ef990	7e1d5	দ্বিতীয় অধ্যায়
a33151c009	bdfc1	চালিয়ে যাওয়ার ওপর
a33194a621	91230	দেশি-বিদেশি গণমাধ্যমের
a331c6d5be	9813c	রেখা বলে
a331db7d2b	9d46f	হস্তক্ষেপ করতে হয়েছে
a3323db543	16877	সেখান থেকে চোখ ধাঁধিয়ে
a3323ec42d	ce775	মুখোমুখি হতে চাইছে না
a332f0b75c	7e1d5	চরমপন্থী
a3334dab1c	0edef	আশা করি ছবিটি
a33367e467	b8ed8	জোনাকি ভট্টাচার্য
a33425bbba	ced74	হলুদ পাখি
a3344e48a1	3bb15	নিজ দপ্তরে সাংবাদিকদের সঙ্গে
a334627efd	09b32	আকাশ ভরা তারা
a334ba0f23	16a17	নিয়োগ করত সরকার
a33578f67a	4164f	গঠনের পরপরই এসব বিভাগ
a335beae5b	c1e30	বাড়িঘরের
a33647cd0b	f0f95	বাংলায় ঠুংরি
a336485476	c0d65	পরে বিমানে দেখবেন
a3369497eb	d2355	সস্তা ছোট্ট
a336ac8d79	bbb22	১ কোটি ৬১ লাখ
a336e107b6	ec91c	সাইনোসাইটিস
a3374b2b72	d711f	নিতে হবে না
a337a2228f	860f4	এতে মানুষ মারা যাওয়ার
a338002cff	430b2	যুক্তিতর্কের পর
a3382222c7	b8fe1	বোমার গগনবিদারী আওয়াজ
a33940f3c2	f2b7d	যারা হত্যাকাণ্ড সংঘটনের কথা
a339456d01	05901	দুনিয়াব্যাপী কমিউনিস্ট পার্টিগুলো
a3395e505a	ac904	এত ব্যাপক মাত্রার
a339d7c348	9065c	চোট থেকে দ্রুত সেরে উঠছেন
a339e452cb	2bd99	জামায়াতের এ শীর্ষ নেতাকে
a33a20685f	ce180	আমার অনুমতির তোয়াক্কা না করে
a33a335885	e6752	মফিজুলের পিতা সিদ্দিককেও
a33a4b2096	3fc9d	বিশেষ গুরুত্ব
a33c30258d	d9817	এ ধরনের হামলা-সহিংসতা
a33ca34474	91223	হাওয়ার্ড জনসনের প্রতিবেদন
a33cebf7e1	92bb2	একপক্ষ আরেকপক্ষকে
a33d13eb85	e6203	সার্গেই লাভরভ
a33da5d963	16877	আমি ও ঘরের দিকে ছুটি না
a33dd1657f	ee994	সিদ্ধিদাতাকে অনুসরণ করতে করতেই
a33deacfc6	d5f7b	ইউরেনিয়ামের তেজষ্ক্রিয় ক্ষয়ের মাধ্যমে
a33e255ad4	49d63	ট্রাইব্যুনাল বার্গম্যানকে
a33e379fdc	0696e	নারীদের এধরনের খেলায়
a33e7d2351	f2097	বর্তমান সরকারের শাসনামলে সারের দাম বেড়েছে বলে ভর্তুকি দেয়া হয়েছে।
a33ec83960	dec2d	সুযোগ রয়েছে বলে
a33fcb7851	f1ea4	আচ্ছা, সে যে আমারই গান শুনেছ
a3401c9532	37e17	প্রস্তুত হতে হবে
a3417fa56e	75936	তবে ভোটকেন্দ্র হিসেবে ব্যবহারে
a3419dd6bd	80539	ফাইল বিনিময় হচ্ছে
a341d37ffc	d2294	গুজরাট দাঙ্গা
a34292e3dd	4c555	মহতী উল্কা
a342ca9466	dafb6	গোর্খা লিগ
a342efe1f0	43fc0	একজন হিসেবে
a3431f113a	25117	বৃদ্ধি হতে যাচ্ছে
a343204d62	92f59	ভুল শব্দটার বানান ভুল হয়েছে
a343947531	91230	অপেক্ষায় ছিলাম
a3448fddfe	60b9d	ও মিছিল সমাবেশের
a346479d21	80505	চিন্তা নেই
a34678d623	77f82	গীতিমাল্যের গানেও
a346bf849e	442b7	মাঝি নৌকা ছাড়েন
a346c7cc05	ee852	কার ওপর অভিমান
a346fd4bc4	cb1aa	গাড়ীতে করে যাবার সময়
a346feb864	7027a	প্রাণ বাঁচাইতে বন্য জন্তুরাও
a3474b0606	351dd	মোহাম্মদ মঞ্জুর আলম
a3494f6ee9	2bd99	‘উদ্বোধনী ভাষণ’ পাঠ করেন
a349971a0e	976b1	আমি সতী হই
a349def001	860f4	লণ্ঠন হাতে করিয়া
a34a2acd44	79b06	প্রকৃতির মতোই
a34a924d8f	10a9f	অর্জুন, সমরেশ মজুমদার সৃষ্ট
a34aa0efb4	d9ba9	স্পেনে সাধারণ নির্বাচনে
a34aa8759b	274ee	শেষ হইয়া আসিল
a34aedd7ee	d82d9	নেতা কর্মীদের মধ্যে
a34b7344ce	b2a62	জসীমউদ্দীন বলিলেন
a34c6a230d	80518	ক্ষমতাসীন আওয়ামী লীগ
a34cbda3b4	f2097	আমরা আরও মিনিট বিশেক
a34cfe646f	4bd2c	ছুরিকাহত হলেন
a34d32b399	256f5	আমি জামা কাপড় পরে
a34d4c184e	ced74	পানি দিবস
a34e015d1d	baa02	ব্যাপক গণহত্যা চালায়
a34e7905c3	e7230	আত্মহত্যা করতেন
a34e7c32cf	16877	আর করবে না
a34e8b128e	ce775	টিভিতে দেখে আসছি
a34eb4fc08	93d3b	স্থানীয় জামায়াত সমর্থকরা
a34ef43c45	4237e	জার্মানির জিন্দানখানায় মাস কয়েক কাটান
a34ef8a0fb	bbb22	খুব পীড়া দিয়েছিল
a34f073ecd	7e1d5	হানিফ পরিবহন
a34f6b1f3e	75f18	স্পিকারের সামনেই
a34f78acca	8845d	অন্যতম রম্যরচয়িতা
a34f814092	a7c6f	যাবজ্জীবন কারাদন্ড দেয়
a34fa1eeaf	f29bf	১০-১২ জন
a34faf27fb	e50f1	প্রতিটি ভুল উত্তরের জন্য .২৪ কাটা যাবে।
a34fc5fd12	28bb3	দীনবন্ধু মেঘনা পার হইতেছিলেন
a34fe4a65e	adf01	আমরা ওদের দিকে
a34ffe0f8d	08458	ভালবাসার চিঠি
a3503f6f34	4bede	আব্বাও সালামি দিয়েছেন
a351862600	f0f95	নড়ে চড়ে
a351ed6a35	0f047	ওয়েব সাইট ডিজাইন ও ডেভেলপ
a352297a40	a06a1	একটি চার তলা ভবনের
a3529f20ec	536d9	এর মধ্যে প্রথমত
a352affb4e	52578	বাউল ধারার
a352df6504	a43b5	২০-২৫ জন
a353a621bf	698a4	এ শিল্পী থাকতেন মাদ্রিদে
a353be5070	1e7c7	এমবেডেড পরিবেশ
a353c789c5	6e6fa	শিশুদের প্রতিবন্ধকতাকে
a35419ba79	ce180	করিম ভাই সত্যিই অনেক
a35444760a	3fae0	প্রতি বিদ্যাসাগরের
a3544d20f8	4c555	লাভলেসের কাউন্টেসকে
a3549a9754	da6f0	পাবেন ১৩০ থেকে ৮০০ টাকায়
a3553291e9	9fa90	তাদের জন্য আর কোনো সরঞ্জাম
a355763a6c	9f25e	সূচিত হয় নতুন ইতিহাস
a3558dd814	6973e	ব্যায়ামের আখড়ার
a3568c56d1	3fc9d	তিস্তা নদীর পানি বন্টনের জন্য
a3569ba937	3ec4d	ইন্টারনেটে কেনাকাটায় আগ্রহী হচ্ছেন
a356f8fa52	cd3ac	কলকাতা যেতে হবে
a357155635	92f59	তারা এধরণের ভূমিকা রাখছে
a357c85535	9b864	অন্যটি করেছিল
a357d139c2	dafb6	২৬ জানুয়ারি পর্যন্ত চলে
a358168dff	f600a	রোববার সকাল ১১টার দিকে
a358eb02fb	bdd05	পুরো ৮৬ রান করেই
a358f525b7	25117	সেই সাথে ছিল ফসফেট খনি
a359d18400	eecdd	প্রচন্ড পিটুনি খেয়েছিলেন
a35a59c531	84145	হাসপাতালে ভর্তি হলেন
a35a7638af	4a918	অন্য সিনেমাগুলোর তুলনায়
a35ad58e46	66b3c	আরাফাত পরিবারের আইনজীবী
a35b12c5bd	ee886	তেমনভাবে খাপ খাইয়ে
a35b6220ab	d2294	যে কয়টা বিক্রি করছে
a35bfa9569	ba2f6	দ্বিতীয়বার পরিদর্শনের কর্মসূচি
a35c4a01ae	2909b	শনিবার বেলা ১১টায়
a35c7b1ccb	6fb36	ভারতের এমন উদ্বেগের পেছনে
a35c94993a	ef915	গ্রেফতার করেছেন
a35cac46ef	086dd	পরবর্তী তিব্বতী বৌদ্ধ সম্প্রদায়গুলি
a35d680d15	95907	কী ধরনের করবেন
a35d78c89d	ee7b2	অনেক উপায় রয়েছে
a35d811c46	15a75	মধু,গোলমরিচ,হলুদ
a35d8e3fc3	24aed	দুর্গম বন-জঙ্গল
a35d953e0a	976b1	কবি নজরুলের
a35d9988f8	39dd0	অজ পাড়াগাঁয়ের ছেলে
a35e0e4ddd	56508	চাঁদ ঘুরছে
a35e60b928	76329	কালীপ্রসন্ন সিংহের হুতোম প্যাঁচার নক্শা
a35ee48b32	c4973	লাইসেন্স দেওয়া
a35fdfa034	b8bdd	কিছু অদ্ভুত পাথর
a360b38b99	93080	তাহা গ্রাহ্য না করিলেই চলিবে
a361446bb1	5639c	জিম্বাবুয়ের জাতীয় ক্রিকেট দল
a361ab5a63	37e17	আনন্দের দিনে
a361c97a84	ee886	পদক জয় করেছেন
a363047cf9	9642e	বিশ্বাস ছিলো ক্রিকেটের মাধ্যমে
a3630fa111	43199	ঢাকা শহরের প্রতিটি প্রবেশপথে
a363a56daa	bdd05	সম্মাননা প্রদান অনুষ্ঠানের
a36442ab21	c9c19	দেশটির প্রথম মুসলিম প্রেসিডেন্ট হন
a364549f7c	4c555	আপনার মনে
a36472e86c	64092	বের করে দেয়া হতে থাকে
a364b79222	420df	কোথাও হয়েছে সড়ক অবরোধ
a3656877fc	086dd	২৫০০ চার্টার সদস্য
a36584db8d	eaa7a	বঞ্চিত হলেও
a365c0f804	bdfc1	তাই প্রেস, টিভি-খবরটি
a36631a8d9	ad2a0	শেষ সিনেমা
a3663eab47	3faff	কাউকে মোক্ষম মারাত্মক
a36647c0b4	f2780	পরবর্তীকালের বিহারগুলোর মতো
a36719cb90	1c618	শরীর দেখিয়ে
a36734246d	05901	তবে ভোটের পরে
a3673c7ac7	6aac8	সত্য কথা
a36813fbd5	ff0fe	সেক্টর কমান্ডারসৃ ফোরামের
a368433929	e6752	লিখে চলেছেন
a3687b8973	17ca1	এবছরের নির্বাচনের
a369065068	239f7	শ্রীকৃষ্ণপ্রসন্ন বাবুর নিকট
a36938f58d	d41be	এবং বিদ্যুৎ পৃষ্ঠ হয়ে সেখানে
a3695f414a	d5213	পরিকল্পনা করা হচ্ছে
a369ef731d	17ca1	প্রয়াত মজিবর রহমানের মেয়ে
a36a0bb85b	e3d8b	পাশাপাশি সার্বক্ষণিক
a36a9117c9	54cdd	কাগজের মতো ছিঁড়ো
a36b497b21	7b900	একজন লোকের জন্য
a36b711bfd	1e7c6	সাধারণ শিক্ষার্থীরা
a36b7bcaa4	2aecc	একজন মানুষ
a36c307981	61820	নিস্ক্রিয় করেন
a36ce85c37	2840e	এখন সবকিছু
a36d33e3c5	c7705	যেসব ঘটনা ঘটেছে তা নতুন
a36d5ab77e	35ef3	খুঁজতে হবে
a36ddac373	db735	আমদানি রপ্তানি বন্ধ রয়েছে
a36eb700ce	fdcba	৩১টি প্রশ্ন রেখে
a36fbb9e6c	25117	সেখানে বসেই এই বইয়ের জন্য
a36fc07070	75f18	হাশেম মামার দিকে
a370602d21	a699c	ইচ্ছা হইতে লাগিল
a3709a27b3	efc0d	বলেছিলাম আমাদের কালপর্ব
a370d6ee69	7aed9	তার একটু
a3712b1a86	8c07c	অর্পণ
a371d63dbc	491a5	উদ্ধার তৎপরতা এবং ধ্বংসস্তূপ সরানোর পর খালি জায়গাটি এখন কাঁটাতারের বেড়া দিয়ে ঘেরাও করে রেখেছে জেলা প্রশাসন।
a371e8a2dc	730c3	প্রশ্ন ওঠে কেন
a3728fc7a9	f600a	অধিক সমস্যার সম্মুখীন হচ্ছেন
a372fe72e4	82926	নিরপেক্ষসূত্রে নিশ্চিত করা যায়নি
a373bb42d1	cb1aa	শিশুর ঘামাচি
a373d588b0	5e80b	বিস্ময়কর শাড়ি তৈরির
a373eb6b10	9fa90	গ্রানাদাকে হারিয়েছে
a3740ea118	a0277	উমেদ খানও
a37491682e	c5479	কে আগে গড় করবে
a374c7cdc1	b2a62	সব ফার্নিচার সেগুন কাঠের
a374e44359	8b859	আম্মানে থাকতাম
a3750aa90c	2fe3c	কিছু না খেয়েই
a3755b3422	6973e	আলোচনায় বসুন
a375a1bbf0	1f974	ছবি এঁকেছিলেন
a3762065c6	5dec6	ট্রাইব্যুনালের রেজিস্ট্রার নাসিরউদ্দিন মাহমুদ
a3768f028d	d5f7b	মূলত মাংস দিয়ে তৈরি
a376d8ca57	b00ba	অনেক মানুষের
a376f18143	32b3e	মুক্তিযুদ্ধের স্মৃতিচারণ করেন
a376fcf045	11915	দর্শকদের সামনে
a377653c16	8ba2b	এদিকে টানা একবছর ধরে
a377a70645	4f450	দাম বেড়েছে ৬%
a377d52eaf	09f0d	ফিচার অ্যালবাম করেছেন অদিত
a3781269e8	860f4	সেই ঢোলকটাকে
a37853b4a6	e2ba2	তাকে ফাইন্যান্স করছে
a379671966	25696	স্বীকার করেছে তারা
a379978fbd	0e637	যে সকল কাহিনী চাইতেন
a379b2ca27	6ee5f	দেশীয় চলচ্চিত্রের ওপর স্বল্পহারে
a37a491c24	c11b1	সিনেমার মত রাজনীতিতেও তুমুল জনপ্রিয় জয়ললিতা।
a37b37c48d	2bc73	আর্জেন্টিনার মজার ফটো
a37bf2cf4f	1b359	নির্যাতনের অভিযোগও রয়েছে
a37c31d4e8	8ba2b	বিশালভাবে স্ফীত হয়ে
a37c4c864c	95907	জয়ের জন্য
a37c71a527	ad98d	শুরু করেছে
a37c7428b6	ec91c	নিজের তরফ থেকে
a37c8a3922	3bea8	নানা পর্যায়
a37cf68e04	e2ff7	ম্যানেজমেন্ট সদস্যদের ওপর নাখোশ
a37cf6f260	0895a	ছয়টি পত্রিকা প্রকাশিত হয়
a37d3cc2bd	68ab7	গাংনী অঞ্চলে ৪টি চরমপন্থী সংগঠন
a37d5caa4e	95907	এমনকি হেডার এন্ট্রি
a37dc825ce	dafb6	ও শাহিদা জানান
a37dca1248	0696e	তাদের ভাগ্য
a37df5c749	7b103	৪টি করে টিম
a37e56883e	d2294	তাঁহারা ত বলেন না যে
a37e8bc40a	491a5	সন্তোষ ঘোষালের পরিচালনায়
a37eacaad4	43b04	তারাই বেশি ধর্মপ্রাণ বলে পরিচিত
a37ec4ada9	b8ed8	ম্যাচের ২৩ মিনিটে
a37f17765f	0f047	ভোটে না যাওয়ার কথা
a37f7ff53a	24f73	৬০ দশক থেকে
a37f817800	4486f	মিলের মালিক
a37f8cb20b	76329	তারা ছবিটি
a38003e57c	bcaa8	ড. অনুপ ঘোষাল
a380160faf	121bd	গাড়ি-বাস-ট্রেনে আগুন দেবেন না
a3819cc7c3	e7230	ঘুমানো সম্ভব নয়
a381bf228a	a0277	বলে তিনি জানান
a381cba019	baa02	সঙ্কট নিরসন না হলে
a38315bd7f	7b132	মালয়েশিয়া এই স্বজনদের
a383439ae3	9813c	সব কটিতেই
a383462c29	9813c	এবার হার্ট এটাকের পর
a3835e9cc1	d8c80	বিদ্রোহীদের নিয়ন্ত্রণে রয়েছে
a3839b0c15	509f6	আরম্ভ ক’রে দাও
a383bcccd9	9351a	ফেনীর নাইজেরীয় ফরোয়ার্ড
a3841622fb	256f5	সার্টিফিকেট আছিলো
a38466589e	c9c19	তাঁর প্রয়াসে যত্ন ও দরদ উপচানো
a384ae0c9b	3c897	অন্যভাবে বললে
a385117b77	ee7b2	কুষ্টিয়ায় থাকতেন
a385178bfe	9b864	বেদে কোন্ দেবতাদের উপাসনা আছে
a38556afed	aab0f	পরিবেশ, অণুজীবের সম্পর্ক
a385b1c861	9d46f	এবং এসব ভাসমান বস্তুর
a386130c61	25696	সত্যেন সেনের আপন প্রতিরূপ
a386950a7d	b5fdc	একাংশকে দশটি
a386d7ea60	14d25	তারপরও পরিস্থিতি বেশ ঘোলাটে
a386de887c	ad69a	আর সরকার
a3871fdd7c	e03fc	সবকিছুর আগে
a387264821	d8c80	তিনি বলেন, কাজগুলো ইউএনও এবং এমপি মিলে করে ফেলেন।
a3875df269	9fa90	ধারককেও অক্ষ বলে
a38770a4f1	24f73	শুধুমাত্র যুক্তরাষ্ট্রেই ব্যবহারযোগ্য
a3879f6b34	ad98d	এদের উদ্ধারে
a387df4ba8	25117	পত্রিকার বান্ডিল
a3884a0f78	7aed9	সম্প্রতি তিন দফায়
a388dc73cb	8845d	মুখ তুলে চাইতে
a3892083ba	66dcd	অবাধ, নিরপেক্ষ নির্বাচন
a389d5fc23	08458	কতকগুলি কথা আছে
a389e34504	dba43	একজন ফোন করেছিল
a389e9c939	e31e7	মূলত সেই সময় থেকেই
a38a13ec33	287bd	আবার রাজনীতি থেকে সিনেমা
a38a61c8d0	01e91	এমন সম্পন্ন প্রকৃতির দেশটি
a38a880955	65652	বাবাকে নির্দোষ
a38a8c072f	54e68	দৌড় লাগাস
a38a95dc16	520fb	তাই স্বাভাবিকভাবেই
a38ab21f52	5a61c	গাহিয়া মোটেও অন্যায় করেন নাই
a38be5a545	ca088	অ্যাডভোকেট খন্দকার মাহবুব হোসেন
a38cac99b1	e68af	ইঞ্জিনসহ ৩টি বগি
a38d38d7dd	520fb	গুগল গ্লাস
a38d8da36a	6ab59	প্রধানমন্ত্রীর জাপান সফর
a38dc493c2	c7705	প্রতিশ্রুতি দেওয়ায়
a38f5cbe12	fd880	ফেলানীর পরিবারের
a38f84f182	ad69a	এই কর্মসূচি দেখার পর
a38fae13c5	2de86	রাজহাঁস ও মরাল
a38fbeeedc	f280a	বশ্যতা স্বীকার করে নেয়
a39018ce87	23b22	চোখের আলোয় ধরা পড়ে
a390b16068	b78ec	আমার বোন যখন মারা গেছে
a390e025c7	2aecc	দোহাই বাবা
a3910832af	3ec4d	যৌন নির্যাতন
a391724928	f658d	কিছু সাহায্য করিব
a39195e7c7	5354e	তাদের দেখব
a392980f1a	4ea73	তিনি দশ দিন বিশ্রাম নেবেন
a392a26ca6	870e3	কুশপুত্তলিকা ঝুলছে ফাঁসির দড়িতে
a393061eb4	66c6b	হতাহতের ঘটনা ঘটলে
a39337a326	2556b	দশম অবতার
a3937fb6ff	7df87	রোনালদো
a3940a95dc	6e6fa	এমন ভাইও আছে
a3943bd09b	b08d0	রংপুর, রাজশাহী
a394acac98	7b60a	সুনীল কুমার বসু
a394c5943b	698a4	গলা ফটিয়ে
a394cd5e72	f0f95	ট্রলার থেকে
a3957e7fa4	8ba2b	মালিকরা বাধা দিচ্ছেন বলে
a395ada112	a43b5	সে অফিস বন্ধ করবে
a395d136ca	38ff0	উদ্ধার করে পুলিশ
a395fa5ff5	4c555	স্ত্রীপর্ব আরও ভীষণ
a3973784f0	e2ba2	তারপর থেকে
a3978f957e	06527	দ্বিতীয় টারবাইনটি চলবে
