fa237c0c5f	c7a89	এই সামাজিক ক্রিয়া-প্রতিক্রিয়ায়
fa23ed71ba	2f547	বারাসাত সদর মহকুমার
fa240bf19c	31f2a	থানা নেতাকে ধর ধর বলে
fa246f108b	9e923	এত কথা বলার পরও
fa24d8eb04	80e98	সকালের নাস্তা করেন তিনি
fa253b0904	c173f	বড় সাধ ; কিন্তু হায়
fa256d715a	442b7	এমন ওস্তাদ
fa259bc9ed	ad69a	ইমাম হোসেন নামে
fa25ab5848	0b7ca	এখন যৌবন যার
fa25e5a3bf	2695f	জন্ম ১৮৩০, মৃত্যু ১৮৯০
fa26241183	ad98d	সাধারণ ভোটকেন্দ্রে
fa26ea0892	f9dfb	মজবুত, মোটা অথবা নধর
fa275907bb	4dd57	শান্ত করিয়া আসুন
fa275a015d	6e6fa	গোপনে বিয়ে করেন
fa2762c98e	b618b	সবার উপরে লিভারপুল
fa2782fc1b	bc81e	পুলিশের কথা হয়েছে
fa27dbc504	adf01	তর মথন জাউরা পোলারে
fa281fbce5	12702	তাহা বুঝিতে পারেন না
fa28dfe981	3c897	বাংলাদেশ ডাকবিভাগ
fa28f17f08	d1b12	সাভারে আনলোড হবে
fa29171238	25117	অচিরেই সে ভিক্ষাবৃত্তিতে
fa2965e038	13b70	যোগাযোগ ব্যবস্থার উৎকর্ষতায় ট্রেনের অবদান অনস্বীকার্য।
fa2b2ef468	0bace	পঞ্জিকা
fa2bbaeb08	68ab7	নিউজিল্যান্ডের ডেইরি শিল্পের ওপর
fa2bf235fa	967fd	নির্দিষ্ট কিছু এলাকায়
fa2bf5fb5f	f658d	আমার ছবি যদি তোলা হয়
fa2c954371	8edea	এই স্টেশনে
fa2ce79e05	b52ab	আই লাভ ইউ
fa2d8816ef	cfc65	মহাজগতের জন্ম সম্পর্কে
fa2dc571c7	8143b	তাঁর কর্মের অনুপ্রেরণা
fa2e74982a	84145	গৃহীত হয়েছিল
fa2ead203c	16a17	ছুরি নিয়ে এসেছিলেন বলেও
fa30039cf1	f1240	সামনে একজন ভদ্রলোক
fa3004f883	13b70	৮৪ রান দেন
fa30444152	72649	তারা টায়ার জ্বালিয়ে
fa306811b3	2ecf8	কিছু প্রাচীন পাণ্ডুলিপি
fa30a5d18d	8ba2b	এখনো কোন সিদ্ধান্ত নেইনি
fa311d952f	1c618	যাদের প্রত্যেকেই বলছেন
fa3129ea14	7b60a	হাসপাতাল সংলগ্ন চানখারপুলে
fa316dcf8b	e754e	নতুন বন্ধুর সাথে
fa31c23d10	9c8dd	বর্তমানে ৮১ বছর বয়সী
fa31c7e2d5	38d3a	কাজ করলেও
fa324d6379	05901	সাধারণতঃ একই ধরনের
fa326469fc	46da4	বাড়ির মাঠে বসে
fa327b15f9	17dcd	খুব সুন্দরী মনে করিতাম
fa32f4e4f2	0a87a	তা দেখলে
fa3317b498	f89d7	বিশ্বাস হলো
fa3339f572	cd3ac	বেশির ভাগই অগোছালো
fa333e9bf5	d1a48	জামা কাপড়
fa334389d4	fd880	উপজেলা নির্বাচনে সাভার থেকে
fa33f966b0	420df	আপনি পোস্টাল কোডের তথ্য পাবেন
fa34142876	4e900	তারপর তাকে
fa342b904e	eaa7a	অক্ষতই পাওয়া গেছে
fa3438fb0d	590d0	সাক্ষ্যগ্রহণের দিন রাখেন বিচারক
fa346f082b	d1a48	সংবাদ সম্মেলন থাকলেও
fa35bc4f80	77f82	সিরাজগঞ্জ সদর
fa36921a5e	15a75	ক্ষেপনাস্ত্র চালানোর ক্ষমতাও
fa36d5b0c9	72649	কেন বেছে নেয়া হলো
fa379d1a85	2396d	এই ধারায় যুক্ত হলো
fa37a18289	4bd2c	১১ শতাধিক প্রার্থী
fa37c6145b	b7be9	তাকে বৈষম্য ঘোচাবার
fa37fa5ddc	ee852	দণ্ড ঘোষণার পর
fa38ca1ac7	95907	নিচে নামিয়ে
fa39e03d18	11bd2	সর্বপ্রথম মোহন যাঁকে দেখল
fa3a25a008	4c555	দলের ভাণ্ডারে
fa3a7d2a89	4c555	এত সহজে ধরা দিবার
fa3a88425e	7d3e1	বর্তমানে ম্যানচেস্টার ইউনাইটেডের
fa3ab06e1f	f4ba7	প্রডাক্টের পাবলিসিটি
fa3acaffa9	5b13f	মহামূল্য প্রস্তরে খচিত
fa3ae74892	06bb7	সম্প্রতি সদরপুরে
fa3b15c2c8	46da4	বিশ্বাসে পরিণত হওয়ার আগেই
fa3be58418	3fb17	বাহিনী
fa3befec17	e3f89	একটি মাদ্রাসা প্রাঙ্গনে
fa3bfe54be	8b859	আরব বিশ্বের চলমান
fa3c24a4ed	2bd99	কেবল কুকথা কুকর্ম ও কুলোক
fa3c4f23b5	d8c80	পরে এসেছিলেন
fa3c83678f	7d133	এমন ভাইও আছে
fa3cdbaa85	dba43	আন্তর্জাতিক চক্রান্তের শুরু
fa3d6153e8	fbb81	পরিত্রাণ পেতে
fa3d868a29	b8fe1	পরিবারের লোকজনের দাবি
fa3dfa0729	06ea3	অ্যাডিশনাল এসপি কুতুবুদ্দিন
fa3e16da88	23291	প্রেরণ করেন
fa3e2aa7c2	f0f95	তাই তাদের বিরুদ্ধে
fa3e4259a0	c0965	কারখানায় নিরাপত্তাজনিত ত্রুটির কারণে
fa3e87f564	aabe7	উদীচী, নাট্য নিকেতন
fa3ea284d8	1e7c6	সাধু বাবা
fa3f8a9000	536d9	যুদ্ধে আহত করিলে
fa3fa2bc24	577fa	বা উড়ন্ত প্লিচের
fa3fbb11cb	bdfc1	এ পতাকা আমার, আমার দেশের
fa4010d0ed	4ea73	পাহাড় চূড়া থেকে
fa404d366d	5dd61	এ ভ্রমণে জনপ্রতি খরচ হবে
fa4068a68d	e6e48	নিজেকে ফিরে পেয়েছি
fa40d81fab	7df87	তাঁরা মনে করেন
fa40fe9833	e3d8b	তরুণীকে তোয়াজ করার
fa417034b6	9065c	মোতায়েনথাকবে
fa417c1376	15a75	ফোনে দুটি সিম ব্যবহার করা যাবে
fa41e73a29	aa820	প্রায়ই এক্ষেত্রে
fa426a2d2f	086dd	প্রিহিটেড ওভেনের
fa42f239de	2d98b	কর্মস্থলে পিছিয়ে যাবেন
fa43231903	91ac1	আমাদের সম্পর্ক নিয়ে
fa4384dd32	767ff	লক্ষ্ণৌর বিশিষ্ট
fa43977176	e6752	আমার কন্যার সুমুখে
fa439be24e	6a35e	দিতি
fa43c7b7fa	80518	রোমান্টিক জোকস
fa43e77a75	aa820	প্রশিক্ষণ চলত এখানে
fa443682e6	6e8cb	এতে আমাদের কারও
fa44538706	4f450	জ্বালানি নিরাপত্তা বাড়াতে
fa450ac6b7	c1e30	চালু
fa455e2715	4c1eb	কিন্তু দ্বিতীয় বিশ্বযুদ্ধের
fa45c2c834	ab946	দেশ বদলে যায়
fa45d1c693	7f2ef	ভোলায় এধরনের ঘটনা হয়েছিলো
fa460ac55c	9282d	শ্রমিক নেতারা মনে করেন
fa4642e203	4bede	হত্যা করা হলো
fa46ab560e	93bf3	তাৎক্ষণিক ভাবে ভেজে দেওয়া
fa46ada322	bcaa8	বিজ্ঞপ্তিতে বলা হয়
fa473bd8c9	efc0d	যশোরের কেশবপুর উপজেলা
fa47c5158d	2ee04	সব দেখাইয়া বলিলেন
fa47d64286	4c555	কিছু সময়ের মধ্যেই
fa4800a80d	e3d8b	রোববার সকাল থেকে
fa4838a0c1	01e91	মৃত্যুর অভিযোগ শুনলেও
fa486ad80f	404ee	নির্বাচন চায়
fa489429d3	3ec4d	যখন সন্ত্রাসী নেতার চরিত্রে
fa48c8dc3b	4c555	এবং জাতিসংঘ
fa48e14b0d	a916a	সহজেই যাওয়া যায় জায়গা দুটিতে
fa48f07675	2bd99	হিন্দি রিমেক
fa49282f94	9fa90	১০ রি-টুইট
fa49804f61	086dd	তাদের ক্রমাগত ক্ষুদ্র করে তোলে
fa49f5d3f0	d711f	ইলিয়াসের কাছে
fa4a4f400f	9d7bf	গ্রহণযোগ্য বলার
fa4a781467	d41be	হারামি
fa4aacba35	7ed14	পর্যবেক্ষক না পাঠানোর কথা
fa4ac49927	7df87	অনেক রান হওয়ার
fa4b9a5f53	9e923	অন্যদের তৈরি পোশাক, ঘড়ি
fa4c5c370b	8b859	স্থির হয়ে আছে আজাদ
fa4c81ef8f	e9759	এই নির্বাচন বর্জন করছেন
fa4c8ce685	2f547	দখল করেছিলেন তিনি
fa4de41d8b	a43b5	শেষ হবে বলে
fa4e3ecebf	eaa7a	তিনটি লাশ
fa4e7e5666	153c9	আর কংগ্রেস এগিয়ে আছে
fa4e89fa03	3fce2	সে চেষ্টাই করা হয়েছে
fa4e91f7f5	086dd	ঢেড় শোনা যায়
fa4e958ba4	0d8c1	হাওয়ার্ড, বস্টন প্রভৃতি
fa4e985322	b8fe1	অক্সফোর্ডেই স্যার
fa4f6ff4ce	a1d4a	ও আর্ন্তর্জাতিক মাতৃভাষা দিবসে
fa4f848c9a	a9a58	পাঠ করা হয়
fa4fc776ef	321b6	জারী করে ফেডারেশন
fa4fea4bd6	323f1	দেবদাসী
fa50110d3c	d1b12	প্রত্যেক গল্পেই ছবি থাকত
fa503ededd	3bea8	তাদের ক্ষোভ বহুদিনের
fa5145a16c	38ff0	আমি এটি স্বীকার করি
fa51988178	21e54	ক্ষয়ক্ষতির বিবরণ পেতে
fa5216a580	880ae	কঠিন কিছু নয়
fa521ce97a	590d0	এমতো সময়ে বাহিরে যাইতে
fa524845b2	fda1a	আবার অনেক জায়গায়
fa5271393b	cd3ac	প্রযুক্তি, চিকিৎসাবিদ্যা
fa527cc52a	95907	পুলিশ শনিবার রাতে
fa5290ec1e	c463d	ভিয়েনায় বুধবার
fa52ab3a55	ef915	একতরফা ও বিতর্কিত
fa52ff841c	fcefa	স্বাধীনতাকামী এক সংগ্রামীর ভূমিকায়
fa5320e87f	24aed	সন্ধ্যে থেকে বায়তুল মোকাররম এলাকায়
fa53756a08	3fce2	নিহত হওয়ার কথা
fa5438bfaa	49543	২য় পর্বের ড্র
fa547fcc9a	967fd	শামীম আহসান জানিয়েছেন
fa54f233f1	17dcd	অভ্যন্তরীণ বিষয়ে
fa553ff6a2	698a4	কোনো মাছ বা ফলের দোকানে গিয়ে ঝাঁজ ভাব লাগবে বুঝে নিতে হবে যে সেখানের পণ্যে ফরমালিন ব্যবহৃত হয়েছে।
fa5569eeea	4bd2c	ঘটনা ওই একই
fa557f1799	65e30	অবশ্য ফুলবাহারির বিশ্বাস
fa558f99f0	60f77	দাবি জানিয়ে ছবি আঁকছেন
fa55e78046	c41d8	তিনি সরকার নন
fa5636364f	8ba2b	জনগণের সঙ্গে বিশ্বাসঘাতকতা করে
fa567a0aab	6b437	প্রথমে লাকড়ির দোকানে
fa568b128a	15a75	নৌ নিরাপত্তা সপ্তাহ পালন উপলক্ষে
fa56ac6d41	e2ba2	নিহত হয়েছেন
fa57b4ca9d	4f450	গবেষণায় ফরমালিনকে কার্সিনোজেন
fa57bdac96	16a17	সাকিব আল হাসান
fa57c91622	2695f	মঙ্গলবার ঢাকায়
fa57ce9366	24f73	নাগরিক নাট্য সম্প্রদায়
fa57d7bd13	520fb	এ ছাড়া
fa588a0783	75f18	ডোমেস্টিক ভায়োলেন্স নিয়ে
fa58d764db	c0965	মুড়ি ও চানাচুর
fa59881cc7	7d3e1	শেখ মুজিবর দেশ চালাইব
fa59b6723e	dae88	নজরুল নিজেই তো অগ্নিবীণা
fa5a0ae0b3	b08d0	তার ভক্তদের অনেকেই মনে করেন
fa5a78fc05	7d3e1	হুমকির মুখে
fa5acfaafe	16e96	এবার ভারত থেকে
fa5b305edb	4f2ae	ডালপট্রি এলাকা
fa5b30c8e7	16cfb	তাদের ঐক্য
fa5c0811cf	91dff	চাঁদ পবিত্র
fa5c8117d5	509f6	আমার ঘরে বসিয়া আছে
fa5c86813e	92f59	বিগত যুগে স্বপ্ন গুঁড়ো
fa5cd6922c	38ff0	হলিউড কাঁপানো তারকা অভিনেত্রী
fa5d05e1a1	7027a	গান গেয়েছিলেন
fa5d0a4e0a	bf530	আরো দু-একটি সুযোগ পেয়েছিলেন
fa5d234fca	86b1b	শিক্ষানবিস লাইসেন্সের জন্য
fa5d2aba27	38d3a	সিদ্ধান্ত নিয়েছে
fa5d8a8959	23b22	হেঙ্ক ও শীলা পিস্টোরিয়াস দম্পতির
fa5d96e1b4	28bb3	মা বলেন–ফুলবাহারির জামাইডা
fa5f7285cd	ce775	অভিযোগ করা হয়েছে
fa5fcefb3a	a274b	১৩ কর্মকর্তাকে তলব করে
fa5fd47779	05901	দিন নির্ধারণ করেন
fa6061179f	29d44	বিভিন্ন দলের নেতাকর্মীদের
fa60a24821	21e54	ভোট দিতে পারবেন
fa60a7afa3	3ec4d	অ্যাকসেস হলিউড
fa60e9db90	903fa	ভেতরে অপরাধ তৎপরতা
fa60eeaa00	9b864	ধাবিত হয়
fa60f8465d	ac0df	উদীয়মান অর্থনীতির এই দেশটির
fa6211d46b	16e96	প্রথমত এ ধরনের
fa6224b3f4	d0c70	বাসের স্টাফদের
fa626ccaaf	f2097	রাবার বুলেট ব্যবহার করে
fa62cc0b06	fbb81	কুড়াইয়া পান নাই
fa62df0b36	ce775	যুদ্ধে মরিল না
fa630b4c94	2556b	বিচারপতি আনোয়ারুল হক
fa63807ded	b8ed8	কখনো চিঠি লিখে
fa6389a8ae	a43b5	সঠিক সময়ে
fa638fb046	43fc0	নির্ধারিত ব্যায়াম নিয়মিত চর্চা করুন
fa63a80c94	06ea3	কখনোও এক
fa63ca837f	f837a	আসার পথ
fa643040c4	37e17	দক্ষিণ আফ্রিকার ইতিহাসে
fa6450cb9e	6e6fa	রচিত একটি বই
fa6467e708	0a7a0	হারিয়ে ধরেছ
fa65129e84	b8ed8	৭৪ বছর কারাদণ্ডাদেশ হয়েছ
fa65a16529	1e7c6	কর্মজীবন শুরু করেছিলেন
fa65a3893f	f837a	অতঃপর মেক্সিকোর বর্ডার দিয়ে
fa66445364	4164f	আহত করা হয়
fa66a5b1de	7d004	শাখারভ পুরস্কার
fa66bdf900	f280a	কিন্তু সেসব পরিচয়
fa66f219c0	6dff5	আত্মা
fa6700d644	af81d	বাংলা মোটর থেকে মৎস্য ভবন পর্যন্ত
fa67284ff5	e8dde	এ দু’জনের বিরুদ্ধে
fa67635c04	54e68	তারা বুঝতেই পারছিল না
fa676c6671	355c1	বিশ্ববিদ্যালয়ে রূপান্তরের বিষয়ে
fa67811454	0696e	দেখতে কিছুটা
fa6783c450	adf01	দ্রুত উত্তেজনা কমিয়ে
fa67cdc5c3	7aed9	এ ব্যপারে উপজেলা খাদ্য কর্মকর্তা
fa6810b60d	7d133	খেলার ধরনটা
fa68140673	05901	কাজ করব
fa68a34783	05901	এই বুশ হাউস থেকে
fa68c88359	b8ed8	হৃদয়নাথকে হৃদয়ের অন্তঃপুরে
fa6921b49e	a1201	কোনো অনুশোচনা যেমন নেই
fa6acb56fd	f83df	মদিনার ইতিহাস
fa6b06f10e	f9dfb	দু’দিন সে
fa6b47a1e7	f2780	এসব ট্রাক ঢাকা পর্যন্ত
fa6bce1d86	6ab59	কামিনী
fa6c6a6936	0d8c1	বিশেষজ্ঞরা বলছেন
fa6dd8ed4a	7df87	মেয়ের চোখের চাহনিতে
fa6def3bd7	ced74	অক্টোবরে বেড়ে
fa6e4af366	767ff	বছরের ২৭৭ তম
fa6e70b7ea	72649	ভক্তদের কাছে পীর হিসেবে
fa6f42ef05	46da4	এটি অর্থনীতির
fa6f5d7f38	a1201	কাজী বলেন
fa6fadbbb1	b9a81	দাঁত
fa7030b539	09f0d	অনুপ্রেরণা ছিল
fa70875014	9351a	উদ্ভিদের স্ত্রী জনন কোষ
fa70a29867	153c9	ওদের দেয়া যেতে পারে
fa70bc38f2	d7a68	সরকারকে নাজেহাল করার জন্য
fa70de1f89	274ee	এই কবি
fa713c5cfb	d9b11	তিনি খুনের পরিকল্পনা করেন
fa717b1bf7	88654	ইক্ষু থেকে
fa7196302c	79b06	এক রাতে গল্প লিখে দিতে
fa71a6f6b1	92bd8	কেবল রোমার মাঠে লড়াই
fa71b7f561	d5f7b	ঢাকার দ্রুতবিচার ট্রাইব্যুনাল-৪ এ
fa72827e86	2fe3c	ছুরি নিয়ে এসেছিলেন বলেও
fa730cb354	fbb81	পুলিশ সেখানে যাওয়ার আগে
fa7311154a	b78ec	যজ্ঞের আবার দাস কি
fa7313e9b7	44322	ওয়েবসাইটে বিজ্ঞাপন দেয়
fa7345c253	4a918	অভিনয়ের জন্য অস্কার
fa73477e9c	8143b	অরুণাচল প্রদেশ
fa741df07c	06e62	চণ্ডীদাস রাধিকার মুখে বলিয়াছেন
fa74cf4223	da6f0	সুবির দত্ত জানান
fa75070b75	83c53	আমার বাঁ হাতের নড়াচড়া
fa7549031f	a8710	মার্কিন উপন্যাসিক
fa75d48ea6	cc9fd	তবে সরকারের পক্ষ থেকে
fa76598520	4fd66	নিজে খাবার বেড়ে দিল
fa77654330	d136b	প্রসঙ্গ হিসেবে দার্শনিক
fa776dcd54	7aed9	নারী এক হাত থেকে
fa77a11cab	9351a	মুদীর পয়সা
fa77b49d3b	80518	শপথ নেননি
fa780d83fb	33814	দাম্ভিক, তার্কিক জাতির
fa7879b70b	58998	প্রথম অভিনীত চলচ্চিত্রে
fa78d8d4dc	ce775	নতুন এই আইনটি
fa7918ea2e	3b1f7	বন্ধু ছবি
fa79605975	4fbd1	খুব কম লোকই
fa797c9495	38ff0	তাঁহার পুত্র-কন্যারাও
fa799d682d	b00ba	ঘটনা ঘটে
fa79be5bb2	21e54	যেখানে কর্মরত গ্রাহকরা
fa79d9ab70	1279e	কোন সরকারই
fa79fcb51d	4bd2c	রাজ্য
fa7a13b63c	38ff0	এখনও যান
fa7a30fe9c	b52ab	উদ্ভিদবিজ্ঞানে অক্ষ
fa7a6c2053	9282d	অর্থমন্ত্রী বিশ্ব ব্যাংকের শর্ত নিয়ে
fa7ac99d45	3faff	অবস্থানকারীদের সরে পড়ার জন্য
fa7b878b70	f600a	ত্বকের যত্ন
fa7ba84eb9	1f974	দুধ হতে প্রস্তুতকৃত
fa7bd4778f	2aecc	এ ব্যাপারটাকে
fa7c108190	7b132	শিকল খোলার
fa7c9bff31	fd880	মেরিল প্রথম আলো পুরস্কার ২০১৩
fa7d70f53f	f2097	সৃজনশীল কাজ দিয়ে
fa7db17924	ff0fe	ক্যান্সার
fa7dc7defc	c3cca	মিলাইবার জন্য কেহ
fa7dd0328e	0744c	ইডেন গার্ডেনের সঙ্গে
fa7de896cd	4486f	তাদের মনোপুত হয়
fa7de898cc	91b16	মুরগী
fa7e3257bf	f4ba7	উৎখাত করবে না
fa7e7c8d68	6c6bf	গালে হাত দিয়ে
fa7e87ee75	2aecc	কেন্দ্র করে সহিংসতার
fa7eaefbdc	cb1aa	তার পরিবর্তে
fa7eef99e3	6fb36	জুটি হয়েছেন মৌসুমীর সঙ্গে
fa7f5a2d4b	fbb81	শনিবার জাতীয় সংসদ ভবনের
fa7f772ded	491a5	যে সংখ্যাটা আগে প্রায়
fa7fd42504	bdd05	মৌলভীপাড়ার নুর সুলতানের ছেলে
fa80461f9b	6b437	লোকে লোকারণ্য হয়ে যাবে
fa805ebc1e	9065c	টুইটারে বিষয়টি নিয়ে
fa807ab229	43199	কোন কালে
fa808f8f2e	12702	আমরা তথ্য পেয়েছি
fa80ba2ffa	dafb6	স্টুডিওতে উপস্থিত দর্শকরা
fa80fa2b11	8845d	সাজু দেখে
fa81007d3e	9d46f	২৯১টি বুথ
fa810b225f	54cdd	কেন্দ্রীয় কমান্ড কাউন্সিল
fa813e2db0	7ee9b	নামানোর আগে
fa8174ac9c	3d17c	সফটওয়্যার হিসেবে
fa8195f376	ef4f8	মুহূর্তটিকে স্মরণীয় করে রাখতে
