0c19da9890	f280a	টার্মিনাল এখন যাত্রীশূন্য
0c1a07cc9a	80505	আইফোন বা আইপ্যাডের মাধ্যমে
0c1a10f7a5	7ed14	মা’র চিরকাল
0c1a768fd0	82926	রাজধানীর বাইতুল মোকাররম
0c1a8f7a77	9c8dd	তারা জানান
0c1abf2fa0	06527	আরো একটি
0c1b11519b	a699c	২৪৪ জন
0c1b26d9cf	43b04	অনেক ধরণের ত্রুটি রয়েছে
0c1b2e0c57	37d7e	সভাপতিত্ব করেন একাডেমির সভাপতি
0c1bde87a6	239f7	যারা রোপন করেছে
0c1be7a080	a8710	কিন্তু তিনি যে চলে যাবেন
0c1c6683a7	ab946	তুমি কি সেই জন যার জন্য কাঁদে মন
0c1c7343d3	7c272	একটা ভূতের গল্প লিখে দেন
0c1c998125	8c120	বাংলাদেশের চলচ্চিত্র
0c1d355f4b	f2b7d	ঘটনা তদন্ত করার জন্য
0c1d868a1a	554fe	এর সংখ্যা হাজারের কাছাকাছি
0c1d9cdec3	e31e7	তিস্তা ব্যারেজে পৌঁছাবে তারা
0c1da87ced	43199	লিন প্রথমে জানিয়েছিলেন
0c1dbbde99	bbb22	ইহার রচনাপ্রণালী আজিকালিকার
0c1e7a4060	323f1	এখন একটা ব্যবস্থা কর
0c1e8a3b55	0c39f	ভ্যানিলা এসেন্স আধা চা-চামচ
0c1eb3fa5f	b52ab	কিছুটা হলেও
0c1edeaff9	948d3	মিউজিক্যাল যে ব্যাপারটা
0c1f428912	e00db	পেট্রোল বোমায়
0c1fd399f5	a46e2	তার পরও তিনি আমাকে
0c1fd8877f	31f2a	স্টার্টআপে সেট করে
0c20037298	e8dde	বাড়ি ছেড়ে চলে যায়
0c207f6a58	4c1eb	ভৈরব বন্দরের মালোপাড়া দেখিতে দেখিতে
0c22285644	ca088	বাংলাদেশ পুলিশ
0c2229a395	03284	অদৃশ্য কষ্ট
0c2233a049	f658d	অফিস প্রায়ই বন্ধ থাকে
0c2255a31d	3ccf1	একটি প্রশান্ত স্বদেশ
0c22c0d6a0	a3a6d	বাসর ঘর সাজানো
0c22f43672	06ea3	তারা রোমাঞ্চিত ও অভিভূত
0c238630f9	16cfb	নাম ঘোষণা করেন
0c23a66856	69449	১৫ রানের ব্যবধানে
0c23aac3c9	4e900	আদাবাটা ১ টেবিল চামচ
0c23b82eac	dfefa	ঢাকার মোহাম্মদপুরের খুচরা বাজারে
0c23c106fd	1279e	ছোট এক ঝরণার মত
0c24637774	9c8dd	পাস করানো
0c24f85796	dae88	উত্তর পূর্বে প্রচলিত
0c2518bf6b	b5fdc	উৎসাহ জুগিয়েছিল বলে অনেকের অভিমত
0c251f0560	e9fa7	কটুক্তিকারীদের খুঁজে বের করে
0c257db556	69d9a	শুরু করলে
0c25a21f3f	8c07c	তাদের চেয়ে অনেক বেশি
0c25a5961e	e3d8b	তবে মোদি পরিবারের কেউ
0c25a6c11e	e03fc	দিল্লির এই কনকনে
0c25dc746c	2d78f	এ যাত্রায় কি এরা
0c262cf273	577fa	ছেলেরা ছয় দফার দাবি নিয়ে
0c267e3f79	cb627	ব্যাট উঁচু করে
0c268b58a6	c173f	তার কার্যালয়ে
0c268dce80	745b7	গৃহকর্মীকে নির্ধারিত মজুরির চেয়ে
0c26bbfa5d	3fae0	অ্যাডভান্সড অ্যাপস বাংলাদেশ লি.
0c26bc13ea	33814	দ্বিতীয় সামিট
0c27ca11bd	d9081	জেনারেল সিসিকে সমর্থন জানাতে
0c27e0dbe7	80be1	এসব মামলায়
0c27f9718d	8cf95	ক্ষমতাচ্যুত সাবেক ভাইস প্রেসিডেন্ট রিক মাসার, প্রেসিডেন্ট সালভা কিরের বিরুদ্ধে অভ্যুত্থানের চেষ্টা করেন।
0c28198fbd	0d9f1	লেখকদের পরিচয় থাকা জরুরি
0c285773f3	91ac1	রাস্তায় ফেলে রেখে যায়
0c28da9459	7e1d5	এটা নিয়ে সরকারি দল
0c29125767	c0965	কাজ করব কিনা
0c2957fe35	1c618	সরবরাহ করা হয়নি
0c296f59ee	75626	প্রবাসীরা ১১৬ কোটি ডলারের বেশি
0c29fbb6dc	69d9a	আমি ঠিক জবাবটা জানতাম
0c2a2bc901	2aecc	ছবির চারিদিকে
0c2a415b1a	7a227	তবে, সভাপতি হলেও
0c2a560591	83c53	তাঁদের প্রত্যেকটি ট্যাংকের উপর
0c2b0024ea	f2780	আলোচনা সভার
0c2b065e81	25696	মা হারানো পরশ
0c2b1f72c1	d5213	একটা বড় চাপ গেছে
0c2baaf3a1	06e62	কেটে গেলে অবসাদ জাগে
0c2bb87f25	14d25	সিআইডির এএসপি কবির উদ্দিন
0c2c02c616	17dcd	অ্যালানিন সমৃদ্ধ
0c2cb3725b	698ff	ব্রণের দাগ
0c2cf8a072	948d3	মা তাই জানেন
0c2db6fbd5	1b359	বঞ্চিত হচ্ছেন
0c2dbff6c5	2aecc	শ্রেষ্ঠ বাণিজ্যিকভাবে সফল
0c2dc7b3eb	bdd05	নির্বাচন করলে সমস্যা কি
0c2deaf54b	d2294	দেখা দিতে পারে
0c2eb28a3a	9d46f	নেকড়েটার দুটো গোল গোল চোখ
0c2f2c82b3	16877	রবীন্দ্রনাথ যখন নজরুলকে
0c3022802b	8143b	সম্ভব করতে পারেন
0c30df3f5a	14d25	বাস্তবে প্রয়োগ করার
0c30df627e	92bd8	চলে যায় লুৎফা
0c31ceae40	2840e	কলাগাছের মত দাঁড়ানো
0c326176b7	c3cb3	ঘুম ভেঙে যায়
0c32c31550	91230	কিছু কল্পকথা প্রচলিত রয়েছে
0c32e73d44	7df87	কেমিক্যাল, কাঁচামাল ও মেশিনারিজ
0c337d8b17	4dd57	খুব গুরুত্বপূর্ণ একটি
0c33c08184	d9ba9	হৃদয় ভেঙো না
0c33e910c8	e2c11	বরাবর অস্বীকার করেছে
0c343b47b5	ee852	খালিমুখে যাওয়াটা ঠিক হবে না
0c3467fecc	967fd	আগে থেকেই ছিল
0c348e0304	3fc9d	রপ্তানিকারক সমিতির হিসেব মতে
0c34c616ce	9642e	শিশু শ্রমিক
0c3584d99c	4bd2c	মিশ্র স্বভাবে প্রভাবিত
0c35a499aa	ee852	এক দ্বন্দ্বের সৃষ্টি হয়েছিল
0c364ac1af	6d129	টি-টোয়েন্টির জায়গায় টি-টোয়েন্টি
0c3663533f	7b132	গরিবদের ঘুমোনোর ভঙ্গি খুবই বিশ্রী
0c36cda508	121bd	গ্রেপ্তার হয়েছেন
0c37efabab	9351a	সরকারী ভাবে
0c3812bf40	9065c	ভগবান শিব
0c38475f04	28bb3	পূর্ব মহেশচর সরকারি প্রাথমিক বিদ্যালয়
0c38fa3c68	e2c11	পিতার মতো জননী
0c3920929d	42898	পরিস্থিতি তৈরি করা হয়েছে
0c398d16e1	4a918	অধীনদের মধ্যে
0c39ab65ed	baa02	এর পর ছিল
0c3a5daa14	e8dde	এ তহবিলের অর্থ
0c3a6cdcfb	4fd66	দুটি প্রাইভেটকারে করে
0c3b1b7ee9	fda1a	তিনি রাশভারী গোছের লোক হলেও
0c3b4d2a1e	ad050	পরিচিত ছিল
0c3b69b646	6c6bf	আদম
0c3b901d9f	32b3e	ঠিকমতো পাস্তুরিত না করা হলে
0c3c1b7cef	b9a81	মা’র পাঁজরেও
0c3dba8504	880ae	এখন কেউই
0c3e23f29d	e03fc	আজ ভোট দিতে যাবেন
0c3efb92ef	e6e48	শ্বাসকষ্ট শুরু
0c3fb5e096	b5fdc	এ কবিতাতেই
0c3fff8632	7351e	কেবল তেঁতুল বললেই
0c400caffe	24aed	জাতীয় দলে ফেরা
0c4072b6c0	1a4a9	এরফান মৃধা শিবলু, হাসান
0c4101fad4	6da0a	পাশে বিশেষ আদালতে যান
0c417656a7	1a2a1	আউটের আবেদন
0c42101120	60b9d	জীবনধারণের জন্য যথেষ্ট নয়
0c4247a5b0	6a35e	ত্রুটি সংশোধনের জন্য
0c425c8bd6	bfac7	বামিংহামে আমাদের গীর্জায়
0c42633abf	860f4	পরে আয়ারল্যান্ডের রাজা
0c42924c9c	24f73	থাইল্যান্ড ভ্রমন খরচ
0c43a2c3d1	0606d	থাকতেন চ্যাপলিন
0c43e66fdc	3f875	তার মেয়েকে
0c4426c2a2	b8ed8	একটা ব্যঞ্জনধ্বনি
0c443af1df	38ff0	তাদের কথায় মনে হয় নি
0c450b657b	5d80e	আমরা দুজনে জুটলে
0c453b4a93	616ec	সবচেয়ে বেশি চিত্তাকর্ষক মনে হবে
0c4595202d	f89d7	নিজেকে উড়িয়ে দিয়ে
0c45a99398	93bf3	বলে উল্লেখ
0c4628fe64	baa02	তিন পর্বের কুইজের
0c466cb48c	d82d9	মাত্র গতকালই
0c4676a120	e9759	ব্ল্যাক আউটের কারণেই
0c469400a1	06527	ব্যবসায়ীরা জানান
0c46a09207	24f73	থেকে বেশ স্পষ্টভাবে
0c46ce52fd	54e68	পারলৌকিক অবস্থা
0c46d6ad0d	eb179	সাইদুর মামুন খান বলেন
0c46f10119	1a2a1	সেই বিবাহ
0c474c4621	16877	এক দল ডাকাত
0c47748d5e	2f547	সে বিষয়ে তাদের কাছে
0c47b39e2a	f89d7	দু-একজনের কথা মনে আছে
0c480e72bc	767ff	পাকিস্তান টসে জিতে
0c482b186d	c463d	ছবি হল
0c486bd8e7	93d3b	স্বাভাবিকের তুলনায় দ্বিগুণের বেশি
0c496209f9	870e3	তাঁর আস্থা ছিল না
0c4971fa18	4f450	শুরু করল
0c49a7e96a	db735	সরাসরি এনএইচ 35
0c49e79a90	d5f7b	সেটিকে খুব একটা
0c4b3fcb55	274ee	নেবুলার মাধ্যাকর্ষণ শক্তি
0c4b758b7c	25696	বেঁচে থাকার জন্য
0c4bb7d342	ee7b2	তাঁর কাছে গেলে
0c4bd77174	ad050	সীতুর তেমন বন্ধু নেই
0c4c228a03	4237e	খেলনার অরগানটিকে
0c4d1f52ec	75f18	বেলা সাড়ে ১১টার দিকে
0c4d6729ff	7b900	এ নিয়ে একটি বিধি প্রণয়নের
0c4d6d3131	b618b	প্রধান বিচারপতির
0c4da2b165	baa02	এতে আছে
0c4de50c83	509f6	নিরাপত্তা নিশ্চিত করলে
0c4df5df20	2f547	দক্ষতা ও দ্রুততার সঙ্গে
0c4e0a39ca	10a9f	প্রযুক্ত হয়
0c4e34fbf2	4c555	আমরা পদক প্রতিবারই জয় করি
0c4f11003d	ac904	কামরাঙা নিয়ে আসবেন
0c4f917d0d	442b7	আসলে নয়
0c4fd4177f	9e923	সেগুলোর কর্মকাণ্ড খুব এগুচ্ছে না
0c4fdb4e61	29bab	সাড়ে ১১ টন নেশার ট্যাবলেটসহ
0c4ff44a3e	2aecc	তৃতীয় ব্যক্তি হিসাবে
0c50490c01	07660	ষষ্ঠ উইকেটে ১১৫ বলে ১২০ রানের জুটি গড়েন মিসবাহ-আফ্রিদি।
0c509aa76d	2d98b	মানবাধিকার লঙ্ঘনের সাথে
0c50d32f71	9d46f	আন্দোলনকারীদের সবাই
0c517c8395	2b883	প্রধান ব্যান্ড
0c51ae6cc9	13b6a	কিন্তু আমরা যখন বলি
0c51df3c81	2d98b	৬টিতে কোনো অর্থ জমা নেই
0c51e773b1	ec91c	বেরিয়ে যেতে দেয়
0c5258b881	75f18	আমি নিঁদ যাই
0c52a6cf1a	72649	আমার কাছে পরিষ্কার নয়
0c52a75f0c	355c1	কিছু দেখে নি
0c52bcadcf	cc9fd	অনেকদিন ধরেই
0c532271cc	29f8c	অভ্র ৪.৫.১ সফটওয়্যারের সাথে
0c53a1be74	dfefa	কম্পিউটার প্রোগ্রামিং ধারণার
0c53c5e30b	7e191	টানা দ্বিতীয় টেস্টে
0c5448c5ad	3b1f7	শুনে,পুঁটলি-পাঁটলিসহ
0c54aa1b3f	4c555	১ মিনিটের মধ্যে
0c554286b2	06736	নতুন দুনিয়ার সঙ্গে
0c5567c396	75936	বাকি ১৫৩ আসনে
0c55b4d45d	4c555	২৯ জুন ২০০৭ তারিখে
0c5633e0af	b9b98	মঠ নামে
0c568764c2	84145	একটি রোমান্টিক টলিউডি বাংলা চলচ্চিত্র
0c58623cab	2c9c5	বুড়ো ক্যাপুলেট
0c588d9465	38ff0	যে কোনো বিচারে
0c5904f3f6	65652	ইতালি চলে গেছে
0c59267786	282d3	প্যারিসের একটি হাসপাতালে
0c59b66139	e55de	বাইরে পা বাড়িয়েই শেখে
0c5a0caa7c	9813c	খেলোয়াড়দের দলে টেনেছিল
0c5bcf6747	e2ba2	কোন কিছুই
0c5c0278cf	e2f12	তাহার গতিক ভালো নয়
0c5c2eb992	80505	শুধু তাঁর দীর্ঘশ্বাসই নয়
0c5c6d1789	4fd66	কেমন জানি একটা
0c5c8b8ea0	cb1aa	পড়াশোনা করার
0c5cbe87df	4bd2c	বার্সেলোনায় অনুষ্ঠিত
0c5ce0383c	68ab7	স্বাস্থ্য অধিদপ্তরের
0c5d4310dc	e3d8b	যে কারও জন্যই
0c5d7ac4bb	0a87a	জানান ওসি রফিকুল
0c5e36b606	38d3a	পূর্ব পাকিস্তানের লোকসংখ্যা
0c5e6897c1	b7be9	দুঃখের এই গানটি
0c5e6fffb9	92bb2	ভারতের অর্থমন্ত্রী হিসেবে
0c5ea875e5	6aac8	কুকুরের এই নির্দিষ্ট গ্রন্থি
0c5f06dbad	da6f0	একটি আধুনিক ইন্টারনেট
0c5f1cd3a6	52f27	টিঅ্যান্ডটি কলোনি
0c5fa4710d	9d7bf	যুদ্ধের দগদগে ঘা
0c5fb06404	f2b7d	বন্ধু বা বান্ধবী খোঁজাই
0c602b016e	3bea8	কিয়েভের নিয়ন্ত্রণ থেকে
0c60c4b5b1	a916a	মূল্যবান জিনিস লুট করে
0c617b40ed	37e17	ইনাম আল হকের লেখা
0c61ad947e	11de3	যখন দর্শক সংখ্যা থাকে
0c620b6ff5	2d98b	লেখাপড়া শেষ করে
0c6278be42	ce180	তবে আসলটা সারাতে হবে শিগগির
0c62b9022f	f89d7	সেই ক্যালেন্ডার অনুযায়ী
0c644f8c8a	2ee04	চার পাতা
0c6482d790	9c8dd	প্রত্যেকটি ক্ষেত্রে
0c64ab1e48	79b06	অপেক্ষা করে
0c64e32a64	4a918	পূর্বের তুলনায়
0c65cc6c74	4c555	এছাড়াও নতুন সরকারের
0c65ed79f7	f1ea4	রাতে জেট ক্যাপসুল থেকে
0c662377d7	ca088	আমার কাছে নাই
0c6650ba7b	2de86	এরই মধ্যে তাদের কাছে বলেছেন
0c665ce1c4	404ee	এখানে কোন কার্যকর ভূমিকা
0c666bf9a2	f2b7d	সুধীন্দ্রনাথের সংবর্ত
0c67107232	c6848	পশ্চিমবঙ্গে পাঁচ দফায় আর আসামে তিনদফায় ভোট নেওয়া হবে।
0c673acb44	8845d	অবশেষে অন্তত একটি ঘরে
0c67501582	d9817	তাঁকে শুধু
0c6777a53a	ef915	বাংলাদেশের শ্রেষ্ঠতম ফসল কবি
0c677e8d50	06bb7	চেন্নাই এক্সপ্রেস' নিয়ে
0c67a538ef	52578	কাঁচিতে ঘ্যাঁচ করে
0c67fadd38	84145	ঢাকা যাওয়ার
0c6895590c	32b3e	লাঠিসহ মহিলা-পুরুষ ১০ জন
0c68faff22	12702	গরিবেরা এমনভাবে মুখ বিকৃত করে
0c69061902	b08d0	খবর পেয়েপুলিশ এসে
0c69775c5e	f2780	এসব দৃশ্য রোজ রোজ
0c69a91f40	5d12f	মি. ওবামা বলেন ইউক্রেনের সার্বভৌমত্ব ও সীমানার অখণ্ডতা ভঙ্গ করা হলে তা পরিস্থিতির চরম অবনতি ঘটাবে।
0c69dc0e83	d0c70	রুপির দরপতনের কারণে
0c6a0bf8ce	95f83	সে যদি মুসলমান হয়
0c6ab11f4d	e6752	হারে এক উল্লেখযোগ্য
0c6b3b81d8	d71a3	মাজু বিবি
0c6b909014	ad69a	সংঘাতে হিন্দু সমাজের
0c6bf499cc	b08d0	ওয়াকআউট না করে
0c6c99b065	bdd05	সেটি সম্ভবত
0c6cb620b2	2c9c5	বাঁচাতে পারে
0c6ce8ebf5	a9a58	বেশ কয়েকটি কারখানায়
0c6da53916	b9b98	রোববার ভোর
0c6e5b1514	eb179	সেখানে সন্তান যেন
0c6ec296ef	0606d	ফেনসিডিল
0c6eeb156b	f600a	রাধা বড়য়ি খাঁখার
0c6ef247c8	2ac82	হাতীবান্ধা উপজেলা
0c6f233084	54e68	গ্রামবাংলার জীবনচিত্র
0c6f30ca7c	1de6c	দেশটির রপ্তানিকে
0c6f3d0d7d	c958a	প্রেম হতে পারে না
0c702275fb	b9a81	তাদের বাবার নাম রাতুল শুভ
0c7045e08a	f9dfb	১২টা পেরিয়ে গেছে
0c708f5714	0895a	১৯৭৪ সালে শেষবার ইউরোপের সেরা ক্লাবের প্রতিযোগিতার ফাইনালে উঠেছিল আতলেতিকো।
0c7095d781	0606d	সারা দেশের পরিস্থিতি
0c70fc9a5e	1652d	তীর, ধনুক সব হাজারে হাজারে
0c71fc56c6	f280a	একজন বেশি মূল্যবান
0c7226c175	b618b	পোশাক কিনতে গিয়ে
0c722f3462	ac0df	অভিনয়ে শারীরিক বিভিন্ন অঙ্গভঙ্গি
0c723713e8	9e923	বাংলাদেশে প্রায় অসম্ভব হয়ে উঠেছে
0c73a8a1c6	9c8dd	সিটি গেইট পর্যন্ত সড়কে
0c73b89bb6	4ea73	সোমবার সামাজিক যোগাযোগের ওয়েবসাইটগুলো
0c73cd237b	3bea8	মা হারানো পরশ
0c73f397f7	2bd99	জন সংঘে
0c740fc5d7	2de86	ছেলে-মেয়ে নিয়ে
0c74259517	43fc0	শিশুদের বাবা-মার
0c74572e2c	0c39f	যে কোনো ধরনের নাশকতার চেষ্টা
0c74d1e539	2fc12	এ দেশের উন্নয়নে
0c7537b659	56508	যাওয়ার রাস্তা
0c753d371d	7df87	প্রধানমন্ত্রী হতে চলেছেন
0c75cde80e	a06a1	এই সমস্যা
0c75ec9392	153c9	বাংলাদেশে কার স্বার্থে
0c75ee17f8	4e900	চোখের পাতা নেই
0c7601d20b	75626	এই করোনা জাতীয় ভাইরাস আছে
0c76d1d134	8cf95	আদায় করতে পারেনি তারা
0c77324b5a	ab946	সরকারে প্রথমে
0c7769d9ab	a274b	শসা
0c77c76a11	80e98	নান্দনিকতা সমৃদ্ধ গান নিয়ে
0c77dda796	442b7	গবেষণায় নিয়োজিত রয়েছেন
0c77e1bb71	f2097	ঘোষিত এ দল
0c77f18cec	7b132	বাগানবাড়ি যাবার কথা শুনে
0c7820f39f	73629	গলে গিয়ে মিশে যাবে
0c785bbf58	b9122	অধিকৃত আরবভূমিতে ইহুদীদের জন্যে বসতি স্থাপনের লড়াইয়ে সারা জীবন ধরে তিনি ছিলেন অক্লান্ত যোদ্ধা।
0c78a58608	43b04	আমার চেতনার অংশ
0c791e5f21	39293	কী বলেন
0c793603a3	7b60a	মাস্টার ফিরিয়া চাহিলে
0c796daecc	84145	হামলাকারীরা ১৫টি মোটর সাইকেল
0c79b1387a	a0277	যার মাধ্যমে
0c79fafde2	a274b	সেখানে পড়ে
0c7a0e4f16	e68af	এখানে একটি
0c7a7b3fe5	f2b7d	ঢোলক পেয়ে
0c7aa4527d	db181	প্রতিহত করার
0c7ab7c672	323f1	যাত্রা শুরু হয়েছে
0c7af256b3	693cb	অন্য কোন বিকল্প নেই
0c7b5f014f	cd3ac	আমাকে ফাঁসিয়ে দেওয়া
0c7b808c34	4f2ae	কোন সম্পত্তি পায়না
0c7b84ef34	698a4	এ কর্মসূচির পর
0c7c087624	0d4cb	তবে অক্সিজেনের মাত্রা
0c7cd6514c	28dfc	ভোটার সংখ্যা অনুপাতে
0c7d317d66	24aed	চাপরাশী নিত্যানন্দ
0c7d4fd2a2	d136b	আজো ফিরি
0c7d7051e3	c11b1	আবদুল হামিদ বিশ্বাসকে
0c7d8aa903	82926	অপরেশ লাহিড়ীর
0c7d8d1f9f	e43d4	আমরা আমাদের লেখায় সাধারণত
0c7dab802f	1a2a1	শুভেচ্ছা জানান
0c7db828f8	0c39f	চট্টগ্রাম জেলা প্রশাসনের উদ্যোগে
0c7de88e2c	4a918	সৌরভ গাঙ্গুলি
0c7df66b87	321b6	বন্দীকে মুক্তি দিয়া
0c7e2a9a2f	d711f	রাশিয়াকেই দায়ী করেছে ইউক্রেন
0c7e475171	83c53	একজন চোরকে
0c7e4aaf6b	93d3b	ঘটোৎকচের সমকক্ষ হইয়া
0c7e6e8d4b	b618b	সম্পাদনা করছেন
0c7e833ce0	491a5	গানের পাশাপাশি ব্যাংকে
0c7ebdf566	85430	কোনো অভিজ্ঞতাই নেই
0c7ee8cb14	da6f0	তাতে তাঁদের আদর কমেনি
0c7f334af6	f2097	আল কোরআনের বানী
0c7fe76174	0696e	কর্তা বসিয়া আছেন
0c801a5511	e2c11	আক্রান্ত করে
0c808b0000	a274b	গ্রেপ্তারের চেষ্টা চলছে
0c80df79c9	91230	ফাতেমা
0c813b8475	92bd8	সব সুন্দর
0c81a59590	d0c70	খারাপ লাগে
0c81feb1ec	2f547	হাত বেঁধে রাখে
0c82900a08	8a46d	আগামী অক্টোবর থেকে জানুয়ারির মধ্যে নির্বাচনের প্রস্তুতি নিয়ে রাখছে নির্বাচন কমিশন।
0c82a5fc39	ee4ad	ইউরোপীয় দেশগুলোকে সামরিক ব্যায়
0c843fd2b3	c9c19	মংলা বন্দর
0c845a0936	ee7b2	আমন্ড গুঁড়ো
0c848515a5	d9b11	আয়োজন হত
0c84cb69ae	9065c	তিব্বতী ভাষায়
0c85bd5e32	80539	অভিনয় করতে চান
0c85f9622f	1652d	অডিও গান
0c85fc8351	18460	আমাকে গ্রেফতার করা হয়েছে
0c862a349c	2fe3c	বাংলাভাষী মুসলমানদের
0c8636187f	8406e	তিনি ছিলেন
0c865d4662	d2faf	নীলক্ষেত এলাকা
0c86b900b4	a43b5	টেনে বের করা হয়
0c87791b28	23b22	শাহজাহান কবির তালুকদার
