3b189196d0	e43d4	আন্তজার্তিক মান অনুযায়ী
3b18b7e19c	43b04	আর্সেনিক, সীসা বা পারদে
3b191b05ce	1a2a1	তাহা এই
3b19be8f4f	9065c	সংসারটা চলে
3b19c4191f	932bb	জানানো হয়নি
3b1aa83ceb	fd880	সরকারের সেবা সংক্রান্ত
3b1c6988b8	4a918	তাঁকে অতিথি বলে
3b1d0eef5d	80505	তাঁকে জীবনের শেষ সময়টিতে
3b1d13acf2	536d9	দাম কিছুটা বেড়েছে
3b1da17437	554fe	অধ্যক্ষ স্যার আগের চেয়ে আরও
3b1e77bf5f	d3e06	কোনো বিশেষ ধর্মের গণ্ডিতে
3b1e9571f2	d5f7b	এ সময়ে সিএসইতে
3b1eb0a4b8	442b7	বন্ধ হয়ে যাওয়ার বিষয়টি
3b1f189e57	809cd	একটি চায়ের দোকানে বসেছিলেন
3b1f348687	274ee	গাইবার সুযোগ পেয়ে
3b1f6bd7ea	730c3	আমার প্রস্তাব গ্রহণ করলেন
3b1fa83fb5	d2294	ট্রিলজিতে স্থিত
3b1fad50bb	fdcba	আমি আর দেখিনি
3b1fd41a53	f7a7f	রমজান আসলেই দ্রব্যমূল্য বাড়ে
3b20339092	9282d	খুবই বিস্বাদ লাগল
3b20df2eb7	ff1eb	স্বপরিবারে
3b20f1ab14	2695f	ডেপুটি রেজিস্ট্রার
3b2100e472	eaa7a	মেঝেয় পড়ে থাকার কারণ
3b2116eadf	43199	শরীর তৈরির সময়ও
3b21177b19	693cb	ন্যাসভূতা অবস্থায়
3b215131ae	6d129	এধরনের ঘটনা আর ঘটেনি
3b2158f24c	d3e06	কেমনে পারব হেরা
3b2162b5e0	2bd99	নিরাপত্তার যে অভাব
3b21bd0fe2	d3e06	রায় ঘোষণা করেন
3b21ca1daa	e43d4	এম এম আকাশ বলেন
3b2207c394	23b22	যা সমীচীন হয়নি
3b2242ac44	315e9	অ্যালানিন সমৃদ্ধ
3b22a3108d	e6752	এই ভিডিওটি দুই বছরের পুরনো
3b22a8dc8e	7027a	মূল কারণ হচ্ছে
3b22cd8f19	54cdd	১০৯ রান দেন রবিউল
3b233f8654	cb627	যে গুলিটি করা হয়েছে
3b239e6c9e	321b6	এর মধ্যে সবচেয়ে
3b23a5fc97	2695f	ফস করে বললেন
3b23f93774	06e62	পারিবারিক
3b24041b6d	39dd0	প্রচুর অবসর আছে
3b2450f360	79b06	কুপিয়ে তাদের হত্যা করে
3b24f6d0fe	12702	বিদায়ী প্রধানমন্ত্রী
3b2529739f	43fc0	প্রত্যক্ষ আদান-প্রদানের সুযোগ
3b255c3f32	ad050	উচ্চ সামাজিক শ্রেণীর
3b257b56f0	c749e	নানা রাগে বিস্তারিত
3b25b1213d	66c6b	তবুও ভালবাসি
3b25ede93e	b8ed8	ক্যাটরিনা কাইফের নাম
3b2607a491	c958a	তারপর শুরু হত
3b2610aa69	c1e30	লক্ষ্য করে হয়নি
3b263c161a	f2097	মা তাঁকে কোলের ছেলেই
3b2696c8fd	29bab	গত রোববার একটি মামলায়
3b26dc296a	698a4	ডাক্তার পরীক্ষা-নিরীক্ষা করছেন
3b273bb05e	adf01	পায়ের শব্দ
3b2749ab95	388c9	মেনা জানাচ্ছে
3b284c6e66	256f5	মতিঝিল জোনের
3b2872c3eb	ee4ad	২০ লাখ টাকা যৌতুক
3b28855ebd	7b60a	প্রজাতির পাখি
3b28fd7a43	60b9d	চাহিতাম না
3b29f1d18a	9282d	তাদের কার্যালয়
3b2a0e0adf	2bc73	একদিন আরবের প্রতিটি কোণায়
3b2a19d5c4	f29bf	বাংলা সাহিত্যের ইতিহাস হইতে
3b2a9c8aa3	3fb17	ঝামেলা হবে
3b2b5cee74	d711f	বাঘা পাগলের মত হয়ে
3b2b93e9bb	7ee9b	বন্ধ রাখার সিদ্ধান্ত নেয়
3b2be20cab	65652	একাই বক্সে ঢুকে
3b2be8eaed	7027a	আজকের খেলা
3b2c4ae6b9	9c8dd	উর্দুকে রাষ্ট্রভাষা করার প্রস্তাব
3b2c6da5c9	ad98d	পাকা আঙুর সরাসরি খাওয়া হয়
3b2ceb79b7	ea8fa	মাথায় টুপি পরে নেন
3b2de2c459	3f493	এই কথা নিয়ে
3b2e9cf492	767ff	জাতীয় ও আন্তর্জাতিক পর্যায়ে
3b2ec6964d	2b883	আগামী ১০ মে পর্যন্ত
3b2f0aaeed	c6848	অনেকেই নিজেদের ঘরবাড়ি ছেড়ে আশ্রয়কেন্দ্র, স্কুল ও নিকটস্থ বাঁধে আশ্রয় নিয়েছেন।
3b2f39fdc2	5639c	সাথী এক গোল করেন
3b2f53d0bb	5639c	এসব সংঘর্ষের ঘটনায়
3b3051ffe3	a4750	যে সকল কারণ
3b308d7d8b	b8bdd	আরবি জানা
3b30df86a5	e3f89	মানিক পীর যে পরিসরে
3b30fbe3b1	b9b98	কমিউনিকেশন ফটোগ্রাফির দায়িত্বে ছিলেন
3b31132766	16a17	সাংগঠনিক দূর্বলতার
3b315da92c	b08d0	এখন পর্যন্ত রুমির পক্ষ থেকে
3b3169da7c	1279e	পাহাড়ের প্রায় অর্ধেক পথ
3b317f930c	e9589	এখন তিনি কর্মরত
3b31a4e5f6	2c9c5	৩৪ বছর বয়স্ক
3b31ded0c4	a916a	ভারতীয় দূতাবাসের
3b328240ce	e9589	ঘটনার দায়
3b328ac606	e7230	সরকারী ভাষা করা হয়
3b333bebfa	860f4	ধন্যবাদ জানাচ্ছি
3b3341deb0	fda1a	বিসিবি এই ব্যাকআপ জেনারেটর
3b3371cc06	39dd0	খেলোয়াড়দের দলে টেনেছিল
3b343c4014	1b359	আমি এখন অনুপ্রাণিত বোধ করছি
3b34467a08	ab946	সেই জ্ঞান কি
3b3457abe3	717bb	গ্রেপ্তারের বিষয়টি
3b3667885b	fcc89	এরপর পররাষ্ট্রমন্ত্রী
3b376c56a3	f2b7d	যদি দুই পক্ষেরই
3b37797bba	82926	সে রাতের জন্য
3b37a6adab	d2294	আল্লাহর অসীম দয়া
3b37a6d65b	2fc12	মো. আবুল বাশার
3b37c9ada7	f0f95	উরু তেমন
3b37d8f057	2b883	অজগর
3b3847dcbb	6973e	জাহাজে উঠে
3b38ea1b46	18a52	আমি গান গাইতে পারি না
3b396446ab	b7be9	অন্যপ্রকাশ স্টলের সামনে
3b397b87d1	f1240	প্রথমে অন্য রকম হয়েছিল
3b3996c83c	21e54	প্যারেড গ্রাউন্ডে
3b39cf8812	46da4	দ্বিতীয়ত নিজেদের
3b39f2ddd9	ce629	এসব ব্যবস্থা নিতেই হবে
3b3b4b6e5f	f83df	পাখির গান হয়ত
3b3b61961c	f83df	বা জনগনের প্রতি
3b3c0f2a63	32998	কিন্তু এটা মনে হয় জানে না
3b3c198adc	a06a1	কেঁপে উঠল বিহারের বুদ্ধগয়া
3b3c1a1e22	f0f95	একটা ব্যাপার আছে
3b3c25cfc8	0d4cb	কাঁপতে শুরু করল
3b3c663781	0d8c1	উচিৎ ছিলো
3b3cbb51ed	a1d4a	মুনাফা দেয়ার কথা বলা হয়েছে
3b3d12789f	6c6bf	অবরোধ শুরু হয়
3b3d309503	943de	টেলিফোন বুকে
3b3d67b694	6ee5f	অভিধান ব্যবহার সহ
3b3d7a86f5	16a17	যখন পুলিশ ছিলাম
3b3da6383a	880ae	এর মধ্যে ১১ জন কংগ্রেসের
3b3db7a8b2	f143a	সুষ্ঠুভাবে সম্পন্ন করা যায়নি
3b3ed6802b	8845d	দেখতে আসেন অনেকেই
3b3ee4bd1c	4f450	বেড়ে যায়
3b3eeeb8d5	ca831	কিন্তু আজ সুর উঠিল যে
3b3f691264	06527	সমাজে অনুসরণ করার মত
3b40c529da	7c272	ইউনাইটেড পিপলস পার্টিতে
3b4133ec8c	68549	দলবেঁধে অবস্থান নিচ্ছে
3b43d51e68	7b60a	ভঙ্গি তোকে জিতোয়
3b43f98ecb	98b81	আফ্রিকান ইউনিয়নের সমর্থনও পেয়েছেন
3b44156c09	3f493	পাকিস্তানই সবার আগে
3b44363868	43fc0	মোট সাতজন কর্মী
3b44588981	65e30	একই সঙ্গে সরকার
3b44589df1	2840e	সে অতি অশুভক্ষণ
3b44bd8d70	e6d83	মেঘের উদয় হল
3b44dca339	4f2ae	অস্ট্রেলিয়া একটি বিশাল দেশ
3b4509245c	8143b	বছরের ২৮৫ তম
3b4561ed0e	d9081	ডুবিয়ে দেয় সাগরতলে
3b456d476f	e6e48	তাঁর সাথে কথা বলছেন
3b461bc0bc	e89bb	খাবার দ্রুত হজম হয়
3b4668ae61	d2294	ভাগবত পুরাণ
3b46d750e8	3d17c	বাজার সদাই
3b46e5936f	80be1	বড় মিথ্যেয় ভরা
3b4782b179	38d3a	প্রশাসনকে আগামী মঙ্গলবার
3b47c83454	c2082	হাড়ের ভেতর
3b480d2351	0f047	পরের ম্যাচে
3b48510236	b2a62	প্রাইভেট অংশগ্রহণে ইচ্ছুকদের
3b48562887	7a227	অভিনয় করছেন একজন
3b48dac84c	fd880	তাদের এই উদ্ভাবনের
3b48e86ddd	65652	সিঁড়ি দিয়ে নেমে গেল
3b490b3d5d	778c0	দেখে নিচ্ছে না
3b49391237	f1240	রায় যাই হোক না কেন
3b49b7e153	e43d4	কোনো সময়
3b49fa804a	b78ec	তা দ্রুত বাস্তবায়নের
3b4a76b80f	0f047	বিক্ষোভ কর্মসূচি ঘোষণা করে
3b4a911cc5	ee7b2	সংগঠনের নির্বাহী পরিচালক
3b4adeca7d	404ee	এমন পরিস্থিতির
3b4b3205cd	32c77	বারো জন সন্ত কবির
3b4b3a6666	7b132	দু’জনের ঠোঁটে
3b4b4e1829	5d80e	স্থানীয় ইউনিয়ন পরিষদ চেয়ারম্যান
3b4bb8346e	153c9	অভিনয়ের মাধ্যমে
3b4bf6c00d	8143b	অনুরূপা দেবী
3b4c38854d	410fa	বাড়ি ফিরেছি
3b4d2283c0	8a46d	আনোয়ার হোসেনের
3b4d630fad	2b883	মুক্তিপদ তার নাম
3b4d933f40	1a2a1	বিবেকে, বৈদজ্ঞে
3b4da2792a	d1a48	মৃত্যু নিশ্চিত করেছে
3b4da3bbae	e6752	এই ব্যাটনের পরিক্রমা
3b4e82f63b	c1e30	সে যেসব স্থানে গেছে
3b4eb67f7e	f2780	সখী আমার নিকটে রয়ে
3b4f0b550e	7351e	এটা এখনো এমন কিছু নয়
3b500004a7	f600a	রিটার্নিং অফিসার
3b501b102c	32c77	কখনো কোনো
3b5025316d	4c555	দখলমুক্ত করা হয়
3b509687d1	d9b11	বাংলাদেশের পোষাক শিল্প যুক্তরাষ্ট্রে শুল্ক মুক্ত রপ্তানির সুযোগ পায় না।
3b50c1e663	c463d	সকলে ঘর থেকে চলে গেলে
3b50cf5e0c	b78ec	ঢুকে হাতের ডান দিকে প্রথম
3b50fcdc1e	22096	গৌতম বুদ্ধ দ্বারা বর্ণিত
3b513a0b66	b8bdd	ড. মাহবুবকে
3b516d018a	388c9	দ্রব্য অথবা সেবাসমূহকে বোঝায়
3b51f1d147	c3cb3	ওই বইয়ের বিখ্যাত চরিত্রে
3b52403428	01e91	শান্তনুর লুপ্ত হলো মতি
3b5270b7a7	0f047	১৫,০০০ টাকা
3b527e0a72	536d9	চিত্রকৃতির স্বাতন্ত্র্য
3b52b6a27d	420df	স্কুলের ধ্বংসস্তূপের নিচ থেকে
3b53d1ca5c	1279e	মুখ থেকে থুথু নিয়ে
3b540e8232	c7705	কর্মরত আছেন
3b54562db3	9351a	এ সময়
3b5457be56	e9fa7	রোজিনা আক্তার বলেন
3b54772eae	0d9f1	তাদের বিদায় দেয়া হবে
3b549389ac	c4973	আজ দেশ থেকে একজন জানালো
3b54c0b03c	84145	পাশাপাশি, উধাও বোয়িং বিমানটির
3b54f895d0	2ac82	মিসরের অন্য দেবদেবীর
3b54f8aa75	8c07c	বউ-বাচ্চার জন্যে
3b556c45d8	4c555	রনির গ্রেপ্তারে পটুয়াখালী
3b55f7cc6e	25117	সুচিত্রা শেষ জনসম্মুখে আসেন ১৯৮৯ সালে, তার গুরু ভরত মহারাজের মৃত্যুর পর।
3b56e67342	d2d71	শুনিয়া আসিত
3b57147543	3bb15	উল্লেখ করেছে কর্তৃপক্ষ
3b577827b2	ea5be	জানার আছে অনেক কিছু
3b582ee9e0	1c618	হোমারের ইলিয়াডে
3b58647c0c	68ab7	একটি মাহুতকে পাইলাম
3b58658f5c	5dd61	সে ক্ষেত্রে
3b58ba2999	bbb22	মনে হচ্ছে
3b591c9a4c	0e637	চার বছর ত্রিশ আগে
3b59995b01	b8ed8	তাতে কি এমনটা ভাবার
3b5a0329bd	256f5	বনের ভেতর
3b5a14d382	7ee9b	তবে কৃষকদের অনেকে
3b5ab2d45c	967fd	সেটিই এককালে হয়ে উঠল
3b5b2dfbfc	44322	স্কুলের প্রধান শিক্ষক
3b5b473e5e	dec2d	ফাওয়াদ ১৩৪ বলে ১১৪
3b5b48ee32	b618b	অ্যান্টিগা ও বারবুডার
3b5bc2714b	f6e55	যার মধ্যে রয়েছে
3b5be74576	3bb15	ব্যাংকের চেয়ারম্যান
3b5c3729f1	536d9	প্রাথমিক পদক্ষেপ
3b5c62a540	442b7	সেটা বিলি করবেন
3b5cf968a3	6d129	১৯৩০ সালের আগ পর্যন্ত
3b5d066ce4	2ee04	যিনি প্রতিরক্ষা মন্ত্রীর কাছে
3b5d80e0c9	0d4cb	বড় ছেলে সাফায়েত
3b5dad297e	7df87	হলো কিনা
3b5df87965	2f547	হেফাজত কর্মীরা
3b5e0af08f	1279e	এসব ট্রাক ঢাকা পর্যন্ত
3b5e823c4c	01e91	অনুমোদন দেন
3b5f29c260	5d12f	না গেলেও পারতেন
3b5f42ace0	ad98d	জাতীয়তার চেতনা নির্মাণে
3b5f49b8d4	92bd8	সবসময় এভাবে শাড়ি পরতো না
3b5f9b121a	9d46f	মেয়ে দিব্যি মানিয়ে নেবে
3b5fa9d944	13b6a	নির্বাচন হওয়ার কথা
3b5fd3c0d0	60b9d	ক্ষয়ক্ষতি হয়েছে
3b60a1654e	b8ed8	সোমবার দুপুরে
3b60ecb8f7	6973e	এটা হলো তিলাওয়াতকারীর
3b61005bc9	13b70	অন্যতম সহযোগী ছিলেন
3b610a91b9	6da0a	বিভিন্ন রকমের বইপত্র পড়ে
3b61852f4e	a1d4a	এর সাথে
3b619f946b	3fb17	ঋণ নিয়ে
3b61b830a3	ce180	হ্যাটট্রিক শিরোপা
3b61c4e0d2	9d7bf	অন্যদিকে, পূর্ণিমা
3b61c8ae33	239f7	শব্দ গিলে ফেলা
3b6209fcce	ec91c	অনেকটা পাগলপ্রায় তার মা
3b621425ae	d9817	একই রকম ডিস্ক দেখেছিল
3b62326fdb	b2a62	প্রতিদিনই দেখানো হয়
3b629171e7	f600a	এদেশে সবকিছুই সম্ভব
3b6320a8b2	f2780	অশ্বমেধ নামক স্তুতিতে
3b6333c49e	91230	বিধিবদ্ধ জমা হিসেবে
3b63567fa7	086dd	মৌলিক বিষয়গুলোকে
3b63b11d09	a43b5	মিলিয়ে পড়া যায়
3b63bfdf4e	7a227	এজন্য একটি
3b64314ce0	ef915	এখন আমার গায়ে লাগে না
3b644de10c	e9fa7	মানুষকে আপনারা বলবেন
3b647778c9	0c39f	কয়েক বছর আগে
3b64a0a3fe	4e900	অন্যরা ফয়েজের সঙ্গে
3b64c72971	9c8dd	তাদের ছেলে-মেয়েদের
3b64ffd873	8edea	তাস
3b65987cd9	eaa7a	সুন্দরী কমলা নাচে
3b66a5a839	ff0fe	কিসে মেয়েটি ভাল হইবে
3b67ab9299	bfac7	বিয়ে করব না করব না
3b681b224b	a3a6d	সেখানে আপনার মতামত
3b6841a6bb	75f18	জরুরি ভিত্তিতে এক হাজার টাকা
3b68819927	4f450	এবং জাতীয় ও আন্তর্জাতিক ষড়যন্ত্র
3b68bce14a	554fe	১৯৯৩ সালে অভিধানটির
3b68f5de9d	91230	গত বছর জানুয়ারিতে
3b691fcd14	13b70	আমরা পরাজয় মেনে নিয়েছি
3b6935c76e	6b437	ম্যাক্সিমাম আউটপুট ১০ ওয়াট
3b695f2cf3	d3e06	আমি পরিপূর্ণ জীবন
3b6960a686	3b1f7	কারণ সেখানে একটি
3b697d6310	f6e55	এ ঘটনার সাথে সন্ত্রাসী কর্মকাণ্ডের
3b6a387731	ce629	ট্রেন আবিষ্কৃত হয়েছে
3b6a5daf5c	809cd	নিখোঁজ বিমানটির
3b6a9b86fe	14816	ভবিষ্যতের চিন্তায় দিন কাটছে
3b6ad84f96	d2d71	কিভাবে ধনেপাতা এই কাজটা করে
3b6ae3b9cb	21e54	ওই ব্যক্তি মারা যান
3b6b44d002	274ee	বিধ্বস্তপ্রভাবা হইয়া পলায়ন করিল
3b6be774cb	cb627	তারপর পুজোর গোলমালে
3b6c1057df	d9081	শাশুড়ি রোমানা বেগমকে
3b6c2ce39a	46da4	নায়িকা মৌসুমী
3b6c8bf12d	a916a	অনুপ্রেরণা দিয়েছে
3b6ce1edef	95907	এ সংগ্রহ প্রথম খণ্ড মাত্র
3b6d067182	ad69a	মনে করছে তারা
3b6d1b799c	13b6a	প্রধানমন্ত্রী আলাপ করবেন
3b6d2c66ab	e55de	খাজাবাবা
3b6d685bbd	a4750	কি করবেন ভাবছেন
3b6dfd72c2	64092	কালাহারি মরুভূমির
3b6f351577	cc9fd	গ্রাফিক্স ডিজাইন
3b6f6205ee	7ee9b	একসঙ্গে খাই
3b6f8ceaf4	3d17c	সেটি শ্রম আইনে
3b6f998d20	92bd8	সব রাজনৈতিক চেষ্টা
3b6fed780c	1de6c	একান্ত উচিত
3b70473ba5	13b70	কাজী এমদাদুল হক
3b708237ef	282d3	৩৮ জনের দেহ
3b709c0956	cc9fd	তাদের আত্নীয়-স্বজনরা
3b7115da41	cb627	অনেক আগে থেকে
3b711b13b9	b78ec	উগান্ডার কুখ্যাত
3b71aebbfe	0606d	নিষেধাজ্ঞা উঠে যাওয়ায় পাকিস্তানের সাথে মঙ্গলবারের ম্যাচে সাকিব আল হাসান দলে ফিরছেন।
3b7202fe38	ad2a0	উন্নত চিকিৎসার জন্য
3b72095345	f280a	উল্লেখযোগ্য অগ্রগতি দেখাতে হবে
3b725de238	3b1f7	বাসটি কিছুদূর যাওয়ার পর
3b726f79d4	0606d	আয়োজন করেছিলেন
3b728784af	12702	৪০ জন যাত্রী
3b728831c5	d2d71	মাইনষের আমানত
3b728a8ccf	442b7	এছাড়া কয়েকটি এলাকায়
3b72fd0d2c	1cb75	প্রথম টারবাইন থেকে নির্গত
3b73f3e199	8143b	ম্যানেজার আর কোচ
3b743fa5eb	64092	সমান ম্যাচে
3b7457b9ea	7027a	প্রমথ একটা দুর্দান্ত
3b74cc28b9	b78ec	প্রায় ষাট ভরি স্বর্ণালঙ্কার
3b75252f07	c11b1	জিজ্ঞাসাবাদ করা হয়
3b755cdb17	e9fa7	একটি দল আলোচনা শুরু করবে
3b75a3e513	3c897	পদক শূণ্য ছিল
3b760e5691	42898	বিক্ষোভ করতে থাকে
3b76b90918	52f27	বিশ ও ত্রিশের দশকের
3b76db5a10	c463d	প্রবণতা দেখা দিল
3b76de4d12	5b13f	বল তো
3b772e6ea1	9282d	ঘুরে বেড়াই
3b77343400	6dff5	পাশাপাশি একদল গবেষকের সহায়তায়
3b778e916d	e00db	মানসিক সমস্যা
3b77e16e7f	ac904	তৎকালীন সম্পাদক
3b781afab3	25117	কিন্তু আজ সুর উঠিল যে
3b79f56255	5354e	এতো দম্ভ করছেন
3b7ad4d5aa	60f77	বেশি আকর্ষণবোধ করে
3b7af1cd09	d1a48	নজর কেড়ে নেবে
3b7b7319d4	cb1aa	তিনি গুরুত্বপূর্ণ চরিত্র
3b7baad3ba	0bace	প্রিয় অভিনেতা
3b7bb31a85	95f83	তিনিও অংশ নিয়েছিলেন
3b7c7b9c86	aab0f	শিবলিঙ্গ
3b7c883bc8	37e17	তার হদিস
3b7c93d720	92bb2	অ্যাথেনিয়ান অ্যাসেম্বলি
3b7cd504d9	75936	ছেলেবেলায় এখানেই
3b7d23fbf7	0c39f	বিভিন্ন দেশের ক্রীড়াবিদরা
3b7d47a94f	0d9f1	আমাদের দৃষ্টিভঙ্গিরও পরিবর্তন হয়নি
3b7d4f5f41	c9c19	তাদের পক্ষে যথেষ্ট
3b7d517dde	0f047	স্বজনদের কাউকে
3b7d98f104	442b7	নাইজারে ৭টি বিভাগ
3b7dfbda10	5b13f	দ্বিতীয়বারের মতো দেশের
3b7e1e462e	b8ed8	নির্ধারিত ব্যায়াম নিয়মিত চর্চা করুন
3b7e8fba9b	6c6bf	রুল জারি করেছে হাইকোর্ট
3b7edb83a4	086dd	আউটলুক ট্রাভেলার
3b7f02124a	5a61c	এমন রদবদল হলেও
3b7f0e89f5	fdcba	সমন্বয় সাধন করে
3b7f6084b9	8a46d	নিখোঁজ বিমানটির অধিকাংশ যাত্রী ছিল চীনা নাগরিক।
3b7f6e6353	0bace	অক্ষোভ্যের উল্লেখ
3b7f91c2d0	c7a89	ডগলাস আর হফস্টাটার
3b801a2e5c	8632b	রনির বাবা শুরু করেন
3b806b8012	ff970	এর আগে অজ্ঞাত একদল বন্দুকধারী
3b80e09b8d	f658d	অনেক শার্লক
3b810d73bb	14816	উপস্থিত করিয়াছিলেন
3b81659af9	33814	তুলে ধরা যাবে
3b81781120	ec91c	মাদ্রাসার ছাত্ররা যারা রয়েছেন
3b8211a842	a06a1	ছয়জন জামিনে
3b82bdb8f2	3bb15	এমন কি বাড়ি থেকে
3b82c1e0bc	fcefa	প্রথম মুক্তি পেয়েছে
3b82d9bfe8	c8f7f	ব্রিটেনেও বহু মানুষ এখন নিয়মিত জিমে যাচ্ছেন।
3b82fe8ba9	16877	রাফতো পুরস্কার
3b836a6d9d	b9a81	এটি মাটির অনেক
3b8391ef2d	93d3b	ঠিকই স্মরণ করিয়ে দেবে
3b83cf1ba8	f837a	ডি-৭ সিআইডি কর্মকর্তা ও তার স্ত্রী
3b83d457df	fb4cb	কেন ভাবতে গেলেন
3b84a88ef8	c0965	আমি তো আর নাই
3b84e5b9e0	a46e2	মার্কিন যুক্তরাষ্ট্রের ইতিহাসে
3b84f868d0	3bea8	হাঁটুতে চটাস করে
3b854a421a	e9589	বাংলাদেশের দৃষ্টান্ত টেনে
3b85bbbb56	65e30	রচিত একটি বই
3b85c8b386	c1e30	তার দুর্ব্যবহারে অনেকেই ক্ষুব্ধ
3b85e2e0c1	bbb22	যথেষ্ট প্রমাণ নেই
3b8640b772	809cd	থেবড়ে বসে পড়ল
3b866926d9	68549	আপন মনে
3b86781971	0606d	প্রতিটি উত্তর
3b86bce8d4	eecdd	সেই ফ্রন্টে ভিড়বেন না
3b86d5bcf4	967fd	এই বিষয়টির
