0d251117ab	bdd05	অস্তিত্ব খুঁজে পাওয়ার পর
0d25616b0e	2de86	বুধবার বিকেলে বিশ্ববিদ্যালয়ে
0d256fc31f	15a75	এই কথাগুলি বলিবার তাৎপর্য
0d25fce433	e2f12	যানবাহন যাতে না দেওয়া হয়
0d262bd3b1	29f8c	জাকির হোসেন রাজু
0d2674c0c8	9642e	তার উপস্থিতিতে
0d267a1cbb	274ee	ক্যামব্রিজশায়ারের পাপওর্থ হাসপাতালে
0d26d70cfa	2aecc	গানে কণ্ঠ দেন
0d26ea2afd	6e8cb	বাংলাদেশের চলচ্চিত্রে
0d26f97061	ce180	মামলার সাথে জড়িত বলে
0d279e4622	3d17c	এমন নৈসর্গিক দৃশ্য
0d27a7dd0c	c463d	ক্যাটরিনা কাইফের নাম
0d28534876	c6848	ঘোরাফেরা করছিল
0d2986140c	e43d4	অলৌকিক জীবন-যাপন করতেন
0d29926595	d2355	অরণ্য বিস্তৃত
0d29b3756a	ff970	শেয়ার দিস উইথ মি
0d29cb04c5	f1240	নৌকা খোলা হইল
0d2bdecdfa	f83df	৯০ ভাগ হিন্দু
0d2be68c96	71522	কাণা কাণাকে বুঝায়
0d2cee4aff	a0277	সেও হাঁটে, দাঁড়ায়
0d2d7e5b5b	388c9	এবং ভেতরেও দেখা গেছে
0d2d8cf631	db735	প্রশান্ত মহাসাগরীয়
0d2dc32971	baa02	সীমাবদ্ধ থাকবে না
0d2de94a0a	75f18	হয়ে পড়েছিলেন অন্তরীণ
0d2e12541c	d2faf	বোধ হয় বিশেষ প্রয়োজন ছিল
0d2e30af96	e9fa7	কোন উইকেট পড়েনি
0d2e34c152	0895a	মাওয়া ফেরীঘাট এলাকায়
0d2e38fa9c	0633a	পরিস্থিতি সম্পর্কে
0d2e8251e7	b8ed8	আর দাম বৃদ্ধির কারণে
0d2ed65496	ad2a0	মেরামত শেষ হতে
0d2f2150c6	195f7	প্রকৃতি
0d3095c142	49543	পরিবার থেকে পাই
0d30c63e37	2f547	এদিকে এ প্রস্তাব গুলো
0d30f9a71e	b9a81	২০১০ ও ২০১২ সালে
0d312e5773	6b437	পশ্চিমবঙ্গের বীরভূম জেলার মানুষ প্রণব মুখোপাধ্যায় তাঁর আত্মীয় পরিজন বা বয়স্কদের কাছে পল্টু হিসাবে পরিচিত।
0d315995d5	9092b	আমাদের প্রান
0d3177ba3b	f0f95	প্রায় তিন হাজার বই
0d319e0456	bf530	সংঘর্ষ ও ধাওয়া পাল্টা ধাওয়ায়
0d31c78344	10a9f	জরুরি সেবা ছাড়া
0d31eb1643	420df	কবিতা পড়বে না
0d321a42d0	37d7e	বড় ফলগুলোর
0d323f0b49	4dd57	পররাষ্ট্র মন্ত্রী
0d324e5f21	0a7a0	এ রকম বৈঠকে
0d32574142	355c1	বিশ্বাস নেই
0d3290e0ac	f600a	লাবেলের ভাষ্য মতে
0d32b37e80	69449	চারিদিকে মণি-মাণিক্য
0d32e5ab6f	ef915	দিল্লি থেকে তার ফোন পেয়েছেন
0d32edd045	4237e	তারা কাউকে সুযোগ দেবে না
0d32f33647	5a61c	তেজষ্ক্রিয় ক্ষয়ের
0d337ed4f9	10a9f	হরতাল সমর্থকদের সংঘর্ষের ঘটনায়
0d339c24e7	4a918	ফরিদ আহমেদের সাথে সাক্ষাৎকারে
0d3438234c	bcaa8	আমাগো নিরাপত্তা কেডা দিবো
0d349bed53	b8bba	এনামুল
0d34bbe6d7	ce629	রাশেদুজ্জামান চৌধুরী
0d35204fa4	7351e	তোমার জন্য নাটকে
0d3609116e	dba43	ফলে বাজারে মুদ্রা সরবরাহ
0d363788fd	6ab59	ফাইবার অপটিক কেবল ও সৌরশক্তি
0d365cd489	6e6fa	বৃষ্টি কমে যাবে একসময়
0d36969d77	85430	এদের মাথার
0d36fe0e3c	e2ff7	আউটের আবেদন
0d3746c6c5	38d3a	তবে ঢাকায়
0d37852a66	6c6bf	সকাল হল
0d37ff59d8	536d9	পাশাপাশি বসিয়ে
0d385ffd86	4a918	প্রায় দুই দশক ধরে উপজেলা পরিষদ ব্যবস্থার কোন অস্তিত্ব ছিল না।
0d388ef904	32998	অসুস্থতার জন্য
0d38cb602f	9c8dd	মূলে রয়েছে
0d39512844	9f25e	তাঁর অনুরাগীদের জন্য
0d399c5bb2	39293	বিশ্বকাপের মূল পর্বে
0d3abbc103	9642e	ফরমালিন যে কাজে
0d3b2c54e8	c0d65	আব্রাহাম লিংকন
0d3b9380be	ec91c	জুন মাসের এক বিকেলের
0d3bd82b5f	9d398	একটা পথ দেখাতে পেরেছিলেন
0d3bd8e707	e03fc	তাদের অভিযোগ
0d3c91374c	6dff5	আন্তর্জাতিক স্তরে
0d3d51bc74	c173f	কিন্তু সম্প্রতি কয়েকমাসে
0d3d957db6	590d0	টুইটারে সেলফিটি পোস্ট করে
0d3e10f075	3fae0	আমাদের প্রধান পর্বাহ দুর্গোৎসব
0d3e28f75b	ce629	খোঁজ
0d3eaf0d4d	cc18a	যেমন বাতকর্ম
0d3eb35967	69449	যার সঙ্গে আটলান্টিসের
0d3f0e0509	29d44	বিশেষত খ্রিস্টীয় অষ্টম
0d3fa5f5fd	ec91c	শাহবাগ
0d3fac5a43	4c1eb	চাপানো যাবে না
0d40352658	17ca1	যেকোনো রায়ের বিরুদ্ধে
0d403f5e52	16e96	ইসলাম আর বৌদ্ধ ধর্মমতের গল্প সবাই জানেন।
0d41f82038	bdd05	ইচ্ছা হয় না
0d421d3651	b8bba	২০ থেকে ২৫ ফুট
0d427a6369	f2780	সেখান থেকেই
0d4322a23d	cfc65	প্রধান দলগুলোর উচিত সংলাপের মাধ্যমে সমস্যার সমাধান করা।
0d4338ea3a	98b81	আপত্তি তুলে
0d43616411	d5f7b	তাঁর নামও বৃহস্পতিই
0d43accdb1	2396d	পূর্বপুরুষরা টোটেমের
0d43b90310	0b7ca	নগদ টাকাসহ
0d43cfb0b2	db735	কবর অক্ষত ছিল
0d44f15362	b4ea7	যাত্রা শুরু ক্রিকেট বোর্ডের
0d452f073e	9092b	দুটি গ্রন্থের প্রকাশনাঅনুষ্ঠান
0d45332add	24aed	সর্বোচ্চ পাঁচবার
0d4538ff6f	520fb	রোগীদের সেবা প্রদান করা
0d454c4143	e68af	সবুজ গাছপালা
0d45744c1b	25117	এখানে বিশেষ করে
0d45f03d5b	b7be9	হৃদয়ে ঘা দিয়া
0d46882e2f	2d98b	চটের ব্যাগে করে
0d4692c878	1de6c	মুখ ফিরিয়ে নিয়েছে
0d46a41ab0	b618b	কী তার পরিচয়
0d46e1643b	3bea8	গাত্রোত্থান করিয়া সমুদ্রের দিকে
0d47056581	0f047	লোক না থাকায়
0d4705d759	e3d8b	সাহিত্যজগতের মহান প্রতিভাদের
0d470a2eea	153c9	সিনেমা দেখে
0d471c3909	93080	নামের সঙ্গতি রেখে
0d474d28a9	c11b1	গ্রিক উপকথায় আছে
0d47556411	778c0	ইসির নির্বাচন ব্যবস্থাপনা
0d476b58f3	c7705	শরীর চর্চা
0d47a7b9af	0895a	স্বরাষ্ট্র মন্ত্রণালয় বলছে
0d4807806c	d2355	এই নিষেধাজ্ঞা বহাল থাকবে
0d499995ec	c0965	এরকম অভিজ্ঞতা বোধ করি
0d499a03bc	717bb	সিডিউল মতো লোকেশনে
0d49c57628	a43b5	গুজরাট দাঙ্গা
0d49d5152a	9d46f	সম্ভাবনা কম থাকে
0d4a723984	4fc91	এক ভ্রাম্যমান ক্লিনিক
0d4a9e5cbc	ef4f8	অ্যাকিলিস হিল বা
0d4ab772e5	b00ba	বয়কট করতে হবে
0d4acb1542	0c39f	ঢাকা পৌঁছার পর
0d4b232497	4c1eb	করা হচ্ছে
0d4b42409c	93bf3	কৃষ্ণচরিত্রের প্রসঙ্গ নাই
0d4b522888	c958a	বড়ো সমস্যা হচ্ছে
0d4b717b13	24aed	তাদের ক্ষেতে
0d4bbc03ee	0bace	চিন্তা-ভাবনা চলছে
0d4bdba0fa	351dd	তাহা বুঝাইতেছি
0d4c00d323	388c9	ভারতে সারা দেশে
0d4c9611e4	f0f95	অন্যান্য দোকানে ছড়িয়ে পড়ে
0d4ce6123f	ad2a0	ঢাকার নিকুঞ্জ মডেল কলেজ থেকে
0d4cfe7a53	903fa	বাজার মূল্যের পার্থক্য
0d4d2f4060	a06a1	নিয়ে যান কাছেই
0d4d851bf8	430b2	পুনরায় ব্যবহারিক পরীক্ষায়
0d4dcf6b1f	809cd	তাহলে তার প্রিয় দীপু
0d4e026a3a	2396d	অস্তিত্ববাদীরা অতিমাত্রায় আত্মকেন্দ্রিক
0d4e38d66f	06e62	ইয়াবা কি
0d4e856a20	44322	বোধহয় এসব মহাসমারোহে
0d4eae1eb7	ff970	একরাশ দুঃখসুখের কথা
0d4f776ad3	a1d4a	বাবুল সুপ্রিয়র
0d4fce8b24	06e62	একটি গুরুত্বপূর্ণ অংশীদার
0d50161d9e	880ae	অন্ধকার
0d50e1b771	54e68	১৭৯২ সালে
0d50e6a54f	f600a	ইস্কাটন ও গুলশানে চঞ্চলসহ
0d50fbdcd7	29f8c	তুমিই জান
0d51038f24	95907	মুঞ্জুর করেন আদালত
0d5134227a	9642e	দেখছি সাফিনাজ
0d51929d6c	554fe	বেড়েছে বলে মনে করেন
0d51e914ef	fcc89	এরপরও রাষ্ট্রপক্ষের
0d5211d12b	f280a	একটা স্রোতের
0d52d599c5	2396d	মর্মার্থ দিয়াছেন
0d5300ad6a	54e68	সাদেক হোসেন খোকারও
0d5345dd19	5dec6	সোনার ওজন
0d5352350d	a4750	এসবের উল্লেখ থাকে
0d53d7eb45	f1ea4	এটাই ছিল উর্বর সময়
0d53d93f03	8ba2b	গ্রীষ্মকালীন ছুটির মধ্যেই
0d53f470c4	c3cca	মুম্বাইতে এটা তাঁর
0d54927067	5e80b	বোয়িং-এর সঙ্গে
0d55042661	f2780	এসময়, রিজভী আহমেদের
0d550ba0c3	4c555	তার গোসল ও পানের জন্য
0d55910c6d	509f6	দণ্ড দেয়ার
0d5631e03c	c4973	হলো সংসদ
0d568e5b39	e03fc	সত্যতা মিললো
0d56b65c9c	693cb	ফ্যান্টাসি কিংডম
0d56b705e5	e55de	বৃটিশ-ভারতীয় মুদ্রা
0d5776d397	91dff	মোট চারজন
0d578a216d	f658d	আমার নিজের ওপর
0d578a21a3	5dd61	অক্সফোর্ড বিশ্ববিদ্যালয়
0d57d21c75	7df87	বিভিন্ন সেকশন মিলিয়ে
0d5816203c	66c6b	আমার খুব খুশি হওয়ার
0d58315691	ced74	শঙ্কর অবাক হয়ে গেল
0d589f8542	0d4cb	এতে আমাদের উপকারই
0d59b9cc62	a3a6d	নেতাজী সুভাষচন্দ্র বসু
0d5a6bc1c8	2bd99	এমন হিসেব-নিকেশও চলছে
0d5bdceee9	ea8fa	তিনি প্রগতিপন্থী রাজনীতিতে
0d5bdde7c5	f0f95	তাদের পাশাপাশি
0d5bea6f9c	ff970	নজরুল ইসলাম
0d5bf27e8d	23291	সারাদেশ থেকে
0d5c499f25	932bb	তাদের প্রেমে বাধা হয়ে দাঁড়ায়
0d5c62f64f	2695f	স্বাধীন দেশের একজন নাগরিককে
0d5c8ddc86	eb179	আটক তিন যাত্রী
0d5ce95561	d2faf	মায়াকোভস্কি
0d5dced90f	e9759	গুপিকে দেখে
0d5dd46bb6	d9b11	মিনা রাজু
0d5e0238e7	2556b	আমি বলব হ্যাঁ
0d5e0ac9bd	43199	আল্লাহ ভাল দেখতে পারেন না
0d5e36d0cb	2d98b	কাজে-কর্মে
0d5e6b51e1	315e9	জিয়া খান
0d5e6e98ea	f6e55	হাসখালী উপজেলার
0d5ea03943	e6d83	তাঁহাদের সহায়তা করি
0d5ea4b805	9c8dd	দুর্বল লাইন
0d5f4bcae4	46d49	তার প্রধান ফটক
0d5fb7b1cf	3d17c	ধর্ষকদের দোষ দিয়ে
0d5ff88b7d	fcefa	রেজ্জাকুল হায়দারের নাম
0d603779e2	7ec1c	তৎকালীন পূর্ব পাকিস্তানের বিভিন্ন অঞ্চলে
0d60c060ca	693cb	নাস্তিকতা
0d60df79fd	06ea3	সেগুলো সুরক্ষিত থাকে
0d610ce2c9	351dd	তিনি আর কেউ নন
0d61fe4871	5354e	দা সাইন ওব ফোর
0d6253d279	fb4cb	রাজা মশাই
0d62602824	7d3e1	প্রায় দুই কোটি লোক
0d628ca9dd	6d129	ঐতিহাসিক, আধুনিক
0d629e2ee7	ef4f8	বিশেষভাবে তা চাইছি
0d632a7513	23b22	তৃতীয় দিনের মতো
0d6383d2b3	7d133	তাদের একটুও আটকায় নি
0d641afcd5	e2ba2	আমার পরিচয় হয়ে যাবে
0d64788d37	f2b7d	নিরূপণের দরকার
0d64c45be8	93d3b	যত বেশি তথ্য পাচ্ছি
0d6545660e	ee994	এ বছর ছিলো
0d65a72a13	8406e	পুনর্বহালের দাবি জানিয়ে
0d65a72dd2	f4ba7	নোটিশ জারি করলো
0d65dc3b5f	86b1b	উপজেলায় জন্মগ্রহণ করেন
0d6603a2a9	eaa7a	এই রুনুখালাকে মনে হয়
0d668747ec	d3e06	কোন লক্ষণ দেশটিতে নেই
0d6699ed87	880ae	আমাদের দেশের শিক্ষাব্যবস্থায়
0d66eb7faf	eb179	তিনি যখন
0d674ab29e	b00ba	লেখার কাজে
0d6784ea7c	767ff	তাঁহাদের আর যে দাবি দাওয়া থাকে থাকুক
0d67e0b2aa	809cd	এবং এয়ারবোম ট্রুপস নিয়ে
0d681585c8	4c1eb	স্কট-এলিয়ট যে আটলান্টিসের
0d68203277	f1240	অবশ্যই বাড়তি পাওনা
0d68767959	4ea73	তবে বাদবাকি যারা
0d687ad50c	a274b	স্টেরয়েড নেয়ার বিষয়টি
0d68cf3a88	3f493	প্রধান নারী চরিত্র জমিলা
0d691c86c2	56508	পাকানো চেহারা
0d6950bd94	39dd0	শিল্প পুলিশের কর্মকর্তা জানান
0d6998c4d2	4f450	মেরিল প্রথম আলো পুরস্কার ২০১৩
0d69c004a6	b5fdc	কাপড় ধোয়া ছিল নিষেধ
0d69fffc17	e8dde	নির্ভর করে প্রতিষ্ঠানটি কোথায়
0d6a267100	16cfb	ওর চৌকিটায় বসল অলি
0d6a2a1ecb	7d004	আমার মধ্যপ্রদেশে
0d6a2b289c	f7a7f	দশমিক শূন্য ৬ শতাংশ
0d6a9cff31	80e98	এভাবেই প্রায়
0d6ab2bde8	2909b	বুবু জান
0d6ac98128	16e96	এই অগ্নিকান্ডের ঘটনায়
0d6ad4f8d3	1de6c	তার পাশের ঘরে রয়েছে
0d6b078a63	2b883	বাদশাহ মিয়া জানান
0d6c3d08d7	77f82	দুপুর ২টার পরে
0d6c595ce3	91b16	বেশ কিছুদিন ধরে
0d6c6c11b4	ff0fe	স্টেডিয়ামে শুরুতে
0d6cc17dd0	4f2ae	বিদেশি আমদানিকৃত
0d6dae4c87	b4ea7	সাবেক প্রেসিডেন্ট জর্জ বুশের সময়
0d6e0aef1e	93bf3	পাহাড়ের প্রায় অর্ধেক পথ
0d6e0af88a	e6e48	তাহলে কেন তিনি
0d6e1bc9fd	9fa90	অবতীর্ণ হন
0d6ee13e23	2556b	গত তিন বছর ধরে বিডিআর বিদ্রোহে গঠিত বিশেষ আদালতগুলোতে ৫৭টি মামলায় মোট ৬০৪৬জন জওয়ানের বিরুদ্ধে অভিযোগের বিচার হয়।
0d6ee8d9ec	38ff0	অসিত বিশ্বাস বলছেন
0d6ef83960	60b9d	থ্রিজি
0d6f50ffad	f143a	দুধের চর্বির উপাদানটি আমিষের সঙ্গে তুলনাযোগ্য।
0d6fb30ffe	aabe7	পিছিয়ে দেয়া হয়েছে
0d6fd15a0c	ad050	মা’কে দেখে
0d6fd3230e	e2c11	প্রথম ডিজিটাল
0d702a4943	18a52	চলচ্চিত্রের পাণ্ডুলিপি লিখেছেন
0d705d844e	76329	এই প্রথম দু দলের নেতারা
0d708ace29	80e98	ঢাকা মহানগর আওয়ামী লীগে
0d71160f93	b5fdc	বিচারপতি মোহাম্মদ আব্দুল হাফিজ
0d71189f77	a06a1	তারা ১২টি উপজেলায়
0d7150fc76	1de6c	মহানবী
0d71641838	21e54	এরূপ বিপদের সম্ভাবনা
0d71862185	cc9fd	২০-৩৫ মিনিট বেক করুন
0d71f06673	bdd05	ফলে ইনিংসের প্রথম দিকে
0d71f2cb26	09b32	৮ মার্চ, ১৭০২ থেকে
0d720a5ae3	6a35e	কিন্তু বিকল্প পথে
0d724f2357	fcc89	হায়দার আলী খান
0d726f1f5a	8edea	স্বদেশি আন্দোলন
0d72a39580	71522	একজন মেয়ে-মৌলবি দরকার আমাদের
0d72d9bd96	8632b	অজানা কাহিনী
0d732a22ca	7898e	মহিলা বিভাগে ব্রোঞ্জ পদক
0d7352f22d	b8bba	হত্যাকাণ্ডের পর থেকে
0d73c4af34	6a35e	এক যুবককে
0d73d93c07	93bf3	বেলারুশ দেশ
0d740fbedc	3fb17	এরূপ কথা লিখিয়াছেন
0d7426c38e	6ee5f	এরকম অভিযোগ
0d742a8fac	69d9a	পাসপোর্ট ফেরত দিয়েছে
0d7472b35a	6da0a	এ রকম একটি গ্রন্থ
0d74b06dc0	388c9	এবং সাধারণ সম্পাদক
0d74c24215	e6e48	সবচেয়ে বড় বাজার
0d74c7db1d	1c618	অস্বাভাবিক রকমের বড়
0d74ceca75	c3cca	ইংরেজিতে এর আগে
0d7560f034	80e98	আসমান ও জমিনের যা কিছু, সব
0d757f61a6	60b9d	সেদিকেই যাচ্ছি
0d75b76ad2	28dfc	বাবাকে চা বিক্রিতে
0d75d42b07	7e1d5	মুঘল সাম্রাজ্যের পূর্বসূরি
0d7602553e	5b13f	ওদের গড়ে তোলা
0d769ac585	c4973	পৃথিবীর প্রাচীন
0d76c17480	79b06	একটা অবিচ্ছেদ্য অঙ্গ
0d76d13659	14816	ছাত্র সংগ্রাম পরিষদের আহ্বায়ক
0d7773bc78	388c9	শক-হুন
0d779f3dd4	07660	ছায়াপথে প্রতি ৫০ বছরে
0d785fd7c6	b5fdc	একরাম
0d788e972d	e2ba2	উৎসব হলো
0d78c57616	09b32	তন্ময়তা ছড়ায়
0d78d1862e	1652d	ফুটা
0d794c8fd8	bd576	ত্রুটি আছে আমাদের
0d7983725f	b8bdd	জুলিয়েটের মৃত্যুর কথা শুনে
0d79ea1e38	948d3	তারাবো পরিবহনে
0d79eee7b1	195f7	বাঙালি গীতিকার
0d7a618df3	db181	গ্রীষ্মকালে বন্যার পর
0d7b12a807	e31e7	ক্ষতিপূরণের তহবিল নিয়ে
0d7b459888	ca088	হাঁটুর বিবরে ঢাকি মুখ
0d7b8e011d	ad2a0	বাকি কাজটুকু সারতে
0d7b94a038	3fb17	১৪২০ সাল পর্যন্ত
0d7c0ab882	ff0fe	পরিবর্তন নির্ণয়ে
0d7c31bc95	8c120	জরাসন্ধও তাঁহাকে
0d7c4c93b6	c9c19	ধ্বংস করে দিয়েছে
0d7c6cbe88	9d398	ব্যথিত করি কেন
0d7c77ee9d	58998	মনে হচ্ছে তারা
0d7d100bd1	8406e	রুহুল আমিন
0d7e14f1cd	698ff	৬ই জানুয়ারী
0d7f39ed76	23b22	একজন সাধারণ মাপের মানুষ
0d7fdb59b9	ad69a	নির্বাহী ম্যাজিস্ট্রেট
0d7ff32297	ad2a0	সে চুক্তি অনুসারে
0d800d598f	6d129	মা একবার বলেছিলেন
0d803f43ac	09f0d	আরেক জীবন
0d806cd101	4fd66	আমার সবচেয়ে
0d80c04f21	b9b98	সোলেমন দ্বীপে
0d80f5e9fd	86b1b	নয়তো হার্টফেল করত
0d810b05af	bdfc1	বাংলায় আগমনের পর
